B73_Cluster	B73_Genes	PH207_Cluster	PH207_Genes
Cluster_0135	Zm00001d004753,Zm00001d004754,Zm00001d004758	Cluster_0328	Zm00008a008156,Zm00008a008160,Zm00008a008163
Cluster_0136	Zm00001d004763,Zm00001d004768	Cluster_0329	Zm00008a008170,Zm00008a008172
Cluster_0136	Zm00001d004763,Zm00001d004768	Cluster_0329	Zm00008a008170,Zm00008a008172
Cluster_0137	Zm00001d004771,Zm00001d004772	Cluster_0330	Zm00008a008176,Zm00008a008177
Cluster_0137	Zm00001d004771,Zm00001d004772	Cluster_0330	Zm00008a008176,Zm00008a008177
Cluster_0140	Zm00001d004839,Zm00001d004841	Cluster_0331	Zm00008a008218,Zm00008a008221
Cluster_0140	Zm00001d004839,Zm00001d004841	Cluster_0331	Zm00008a008218,Zm00008a008221
Cluster_0141	Zm00001d004884,Zm00001d004887,Zm00001d004888	Cluster_0332	Zm00008a008258,Zm00008a008259,Zm00008a008260,Zm00008a008262,Zm00008a008264,Zm00008a008274,Zm00008a008277
Cluster_0141	Zm00001d004884,Zm00001d004887,Zm00001d004888	Cluster_0332	Zm00008a008258,Zm00008a008259,Zm00008a008260,Zm00008a008262,Zm00008a008264,Zm00008a008274,Zm00008a008277
Cluster_0141	Zm00001d004884,Zm00001d004887,Zm00001d004888	Cluster_0332	Zm00008a008258,Zm00008a008259,Zm00008a008260,Zm00008a008262,Zm00008a008264,Zm00008a008274,Zm00008a008277
Cluster_0142	Zm00001d004942,Zm00001d004945,Zm00001d004949	NA	Zm00008a008335
Cluster_0142	Zm00001d004942,Zm00001d004945,Zm00001d004949	NA	Zm00008a008335
Cluster_0143	Zm00001d004977,Zm00001d004978	Cluster_0333	Zm00008a008351,Zm00008a008352
Cluster_0143	Zm00001d004977,Zm00001d004978	Cluster_0333	Zm00008a008351,Zm00008a008352
Cluster_0143	Zm00001d004977,Zm00001d004978	Cluster_0333	Zm00008a008351,Zm00008a008352
Cluster_0144	Zm00001d004994,Zm00001d004995	NA	Zm00008a008364
Cluster_0144	Zm00001d004994,Zm00001d004995	NA	Zm00008a008364
Cluster_0145	Zm00001d005001,Zm00001d005002	Cluster_0334	Zm00008a008367,Zm00008a008368
Cluster_0145	Zm00001d005001,Zm00001d005002	Cluster_0334	Zm00008a008367,Zm00008a008368
Cluster_0146	Zm00001d005012,Zm00001d005013	NA	Zm00008a008376
Cluster_0146	Zm00001d005012,Zm00001d005013	NA	Zm00008a008376
Cluster_0147	Zm00001d005038,Zm00001d005039	NA	Zm00008a008396
Cluster_0147	Zm00001d005038,Zm00001d005039	NA	Zm00008a008397
Cluster_0149	Zm00001d005075,Zm00001d005076,Zm00001d005077	NA	Zm00008a008416
Cluster_0149	Zm00001d005075,Zm00001d005076,Zm00001d005077	NA	Zm00008a008416
Cluster_0149	Zm00001d005075,Zm00001d005076,Zm00001d005077	NA	Zm00008a008416
Cluster_0150	Zm00001d005189,Zm00001d005190	Cluster_0336	Zm00008a008493,Zm00008a008494
Cluster_0150	Zm00001d005189,Zm00001d005190	Cluster_0336	Zm00008a008493,Zm00008a008494
Cluster_0150	Zm00001d005189,Zm00001d005190	Cluster_0336	Zm00008a008493,Zm00008a008494
Cluster_0151	Zm00001d005283,Zm00001d005284	NA	Zm00008a008553
Cluster_0151	Zm00001d005283,Zm00001d005284	NA	Zm00008a008553
Cluster_0152	Zm00001d005300,Zm00001d005307	NA	Zm00008a008568
Cluster_0152	Zm00001d005300,Zm00001d005307	NA	Zm00008a008574
Cluster_0153	Zm00001d005374,Zm00001d005379,Zm00001d005380,Zm00001d005389	Cluster_0339	Zm00008a008619,Zm00008a008628,Zm00008a008634
Cluster_0153	Zm00001d005374,Zm00001d005379,Zm00001d005380,Zm00001d005389	Cluster_0339	Zm00008a008619,Zm00008a008628,Zm00008a008634
Cluster_0153	Zm00001d005374,Zm00001d005379,Zm00001d005380,Zm00001d005389	Cluster_0339	Zm00008a008619,Zm00008a008628,Zm00008a008634
Cluster_0153	Zm00001d005374,Zm00001d005379,Zm00001d005380,Zm00001d005389	Cluster_0339	Zm00008a008619,Zm00008a008628,Zm00008a008634
Cluster_0153	Zm00001d005374,Zm00001d005379,Zm00001d005380,Zm00001d005389	Cluster_0339	Zm00008a008619,Zm00008a008628,Zm00008a008634
Cluster_0153	Zm00001d005374,Zm00001d005379,Zm00001d005380,Zm00001d005389	Cluster_0339	Zm00008a008619,Zm00008a008628,Zm00008a008634
Cluster_0153	Zm00001d005374,Zm00001d005379,Zm00001d005380,Zm00001d005389	Cluster_0339	Zm00008a008619,Zm00008a008628,Zm00008a008634
Cluster_0153	Zm00001d005374,Zm00001d005379,Zm00001d005380,Zm00001d005389	Cluster_0339	Zm00008a008619,Zm00008a008628,Zm00008a008634
Cluster_0153	Zm00001d005374,Zm00001d005379,Zm00001d005380,Zm00001d005389	Cluster_0339	Zm00008a008619,Zm00008a008628,Zm00008a008634
Cluster_0153	Zm00001d005374,Zm00001d005379,Zm00001d005380,Zm00001d005389	Cluster_0339	Zm00008a008619,Zm00008a008628,Zm00008a008634
Cluster_0154	Zm00001d005375,Zm00001d005381,Zm00001d005391	Cluster_0340	Zm00008a008620,Zm00008a008626,Zm00008a008629,Zm00008a008635
Cluster_0154	Zm00001d005375,Zm00001d005381,Zm00001d005391	Cluster_0340	Zm00008a008620,Zm00008a008626,Zm00008a008629,Zm00008a008635
Cluster_0154	Zm00001d005375,Zm00001d005381,Zm00001d005391	Cluster_0340	Zm00008a008620,Zm00008a008626,Zm00008a008629,Zm00008a008635
Cluster_0154	Zm00001d005375,Zm00001d005381,Zm00001d005391	Cluster_0340	Zm00008a008620,Zm00008a008626,Zm00008a008629,Zm00008a008635
Cluster_0154	Zm00001d005375,Zm00001d005381,Zm00001d005391	Cluster_0340	Zm00008a008620,Zm00008a008626,Zm00008a008629,Zm00008a008635
Cluster_0154	Zm00001d005375,Zm00001d005381,Zm00001d005391	Cluster_0340	Zm00008a008620,Zm00008a008626,Zm00008a008629,Zm00008a008635
Cluster_0154	Zm00001d005375,Zm00001d005381,Zm00001d005391	Cluster_0340	Zm00008a008620,Zm00008a008626,Zm00008a008629,Zm00008a008635
Cluster_0154	Zm00001d005375,Zm00001d005381,Zm00001d005391	Cluster_0340	Zm00008a008620,Zm00008a008626,Zm00008a008629,Zm00008a008635
Cluster_0154	Zm00001d005375,Zm00001d005381,Zm00001d005391	Cluster_0340	Zm00008a008620,Zm00008a008626,Zm00008a008629,Zm00008a008635
Cluster_0154	Zm00001d005375,Zm00001d005381,Zm00001d005391	Cluster_0340	Zm00008a008620,Zm00008a008626,Zm00008a008629,Zm00008a008635
Cluster_0154	Zm00001d005375,Zm00001d005381,Zm00001d005391	Cluster_0340	Zm00008a008620,Zm00008a008626,Zm00008a008629,Zm00008a008635
Cluster_0155	Zm00001d005377,Zm00001d005378,Zm00001d005383,Zm00001d005392	Cluster_0342	Zm00008a008624,Zm00008a008627,Zm00008a008631,Zm00008a008636
Cluster_0155	Zm00001d005377,Zm00001d005378,Zm00001d005383,Zm00001d005392	Cluster_0342	Zm00008a008624,Zm00008a008627,Zm00008a008631,Zm00008a008636
Cluster_0155	Zm00001d005377,Zm00001d005378,Zm00001d005383,Zm00001d005392	Cluster_0342	Zm00008a008624,Zm00008a008627,Zm00008a008631,Zm00008a008636
Cluster_0155	Zm00001d005377,Zm00001d005378,Zm00001d005383,Zm00001d005392	Cluster_0342	Zm00008a008624,Zm00008a008627,Zm00008a008631,Zm00008a008636
Cluster_0155	Zm00001d005377,Zm00001d005378,Zm00001d005383,Zm00001d005392	Cluster_0342	Zm00008a008624,Zm00008a008627,Zm00008a008631,Zm00008a008636
Cluster_0155	Zm00001d005377,Zm00001d005378,Zm00001d005383,Zm00001d005392	Cluster_0342	Zm00008a008624,Zm00008a008627,Zm00008a008631,Zm00008a008636
Cluster_0155	Zm00001d005377,Zm00001d005378,Zm00001d005383,Zm00001d005392	Cluster_0342	Zm00008a008624,Zm00008a008627,Zm00008a008631,Zm00008a008636
Cluster_0155	Zm00001d005377,Zm00001d005378,Zm00001d005383,Zm00001d005392	Cluster_0342	Zm00008a008624,Zm00008a008627,Zm00008a008631,Zm00008a008636
Cluster_0155	Zm00001d005377,Zm00001d005378,Zm00001d005383,Zm00001d005392	Cluster_0342	Zm00008a008624,Zm00008a008627,Zm00008a008631,Zm00008a008636
Cluster_0155	Zm00001d005377,Zm00001d005378,Zm00001d005383,Zm00001d005392	Cluster_0342	Zm00008a008624,Zm00008a008627,Zm00008a008631,Zm00008a008636
Cluster_0155	Zm00001d005377,Zm00001d005378,Zm00001d005383,Zm00001d005392	Cluster_0342	Zm00008a008624,Zm00008a008627,Zm00008a008631,Zm00008a008636
Cluster_0155	Zm00001d005377,Zm00001d005378,Zm00001d005383,Zm00001d005392	Cluster_0342	Zm00008a008624,Zm00008a008627,Zm00008a008631,Zm00008a008636
Cluster_0155	Zm00001d005377,Zm00001d005378,Zm00001d005383,Zm00001d005392	Cluster_0342	Zm00008a008624,Zm00008a008627,Zm00008a008631,Zm00008a008636
Cluster_0156	Zm00001d005410,Zm00001d005421	Cluster_0343	Zm00008a008651,Zm00008a008655
Cluster_0156	Zm00001d005410,Zm00001d005421	Cluster_0343	Zm00008a008651,Zm00008a008655
Cluster_0157	Zm00001d005436,Zm00001d005437	Cluster_0344	Zm00008a008666,Zm00008a008667
Cluster_0157	Zm00001d005436,Zm00001d005437	Cluster_0344	Zm00008a008666,Zm00008a008667
Cluster_0158	Zm00001d005464,Zm00001d005465	NA	Zm00008a008689
Cluster_0159	Zm00001d005540,Zm00001d005541	NA	Zm00008a008734
Cluster_0160	Zm00001d005678,Zm00001d005680	Cluster_0347	Zm00008a008825,Zm00008a008828
Cluster_0160	Zm00001d005678,Zm00001d005680	Cluster_0347	Zm00008a008825,Zm00008a008828
Cluster_0161	Zm00001d005688,Zm00001d005690	Cluster_0348	Zm00008a008835,Zm00008a008838
Cluster_0161	Zm00001d005688,Zm00001d005690	Cluster_0348	Zm00008a008835,Zm00008a008838
Cluster_0161	Zm00001d005688,Zm00001d005690	Cluster_0348	Zm00008a008835,Zm00008a008838
Cluster_0162	Zm00001d005693,Zm00001d005694	NA	Zm00008a008841
Cluster_0162	Zm00001d005693,Zm00001d005694	NA	Zm00008a008842
Cluster_0163	Zm00001d005716,Zm00001d005717,Zm00001d005719,Zm00001d005722	Cluster_0350	Zm00008a008855,Zm00008a008856
Cluster_0163	Zm00001d005716,Zm00001d005717,Zm00001d005719,Zm00001d005722	Cluster_0350	Zm00008a008855,Zm00008a008856
Cluster_0163	Zm00001d005716,Zm00001d005717,Zm00001d005719,Zm00001d005722	Cluster_0350	Zm00008a008855,Zm00008a008856
Cluster_0163	Zm00001d005716,Zm00001d005717,Zm00001d005719,Zm00001d005722	Cluster_0350	Zm00008a008855,Zm00008a008856
Cluster_0164	Zm00001d005782,Zm00001d005783	Cluster_0352	Zm00008a008926,Zm00008a008927
Cluster_0164	Zm00001d005782,Zm00001d005783	Cluster_0352	Zm00008a008926,Zm00008a008927
Cluster_0165	Zm00001d005786,Zm00001d005787,Zm00001d005788	Cluster_0354	Zm00008a008935,Zm00008a008936,Zm00008a008938
Cluster_0165	Zm00001d005786,Zm00001d005787,Zm00001d005788	Cluster_0354	Zm00008a008935,Zm00008a008936,Zm00008a008938
Cluster_0165	Zm00001d005786,Zm00001d005787,Zm00001d005788	Cluster_0354	Zm00008a008935,Zm00008a008936,Zm00008a008938
Cluster_0166	Zm00001d005802,Zm00001d005803	Cluster_0355	Zm00008a008949,Zm00008a008950
Cluster_0166	Zm00001d005802,Zm00001d005803	Cluster_0355	Zm00008a008949,Zm00008a008950
Cluster_0167	Zm00001d005821,Zm00001d005822,Zm00001d005823	Cluster_0356	Zm00008a008970,Zm00008a008971,Zm00008a008973
Cluster_0167	Zm00001d005821,Zm00001d005822,Zm00001d005823	Cluster_0356	Zm00008a008970,Zm00008a008971,Zm00008a008973
Cluster_0167	Zm00001d005821,Zm00001d005822,Zm00001d005823	Cluster_0356	Zm00008a008970,Zm00008a008971,Zm00008a008973
Cluster_0167	Zm00001d005821,Zm00001d005822,Zm00001d005823	Cluster_0356	Zm00008a008970,Zm00008a008971,Zm00008a008973
Cluster_0168	Zm00001d005859,Zm00001d005860	Cluster_0357	Zm00008a009001,Zm00008a009002
Cluster_0168	Zm00001d005859,Zm00001d005860	Cluster_0357	Zm00008a009001,Zm00008a009002
Cluster_0168	Zm00001d005859,Zm00001d005860	Cluster_0357	Zm00008a009001,Zm00008a009002
Cluster_0169	Zm00001d005878,Zm00001d005879	NA	Zm00008a009015
Cluster_0169	Zm00001d005878,Zm00001d005879	NA	Zm00008a009016
Cluster_0169	Zm00001d005878,Zm00001d005879	NA	Zm00008a009016
Cluster_0170	Zm00001d005905,Zm00001d005909,Zm00001d005910	Cluster_0358	Zm00008a009038,Zm00008a009042,Zm00008a009043
Cluster_0170	Zm00001d005905,Zm00001d005909,Zm00001d005910	Cluster_0358	Zm00008a009038,Zm00008a009042,Zm00008a009043
Cluster_0170	Zm00001d005905,Zm00001d005909,Zm00001d005910	Cluster_0358	Zm00008a009038,Zm00008a009042,Zm00008a009043
Cluster_0171	Zm00001d005933,Zm00001d005934,Zm00001d005935	NA	Zm00008a009064
Cluster_0171	Zm00001d005933,Zm00001d005934,Zm00001d005935	NA	Zm00008a009064
Cluster_0171	Zm00001d005933,Zm00001d005934,Zm00001d005935	NA	Zm00008a009064
Cluster_0172	Zm00001d005936,Zm00001d005940	NA	Zm00008a009065
Cluster_0172	Zm00001d005936,Zm00001d005940	NA	Zm00008a009068
Cluster_0173	Zm00001d005973,Zm00001d005974	Cluster_0361	Zm00008a009091,Zm00008a009092
Cluster_0173	Zm00001d005973,Zm00001d005974	Cluster_0361	Zm00008a009091,Zm00008a009092
Cluster_0174	Zm00001d006013,Zm00001d006014	NA	Zm00008a009115
Cluster_0174	Zm00001d006013,Zm00001d006014	NA	Zm00008a009115
Cluster_0175	Zm00001d006137,Zm00001d006140,Zm00001d006145	Cluster_0362	Zm00008a009217,Zm00008a009218
Cluster_0175	Zm00001d006137,Zm00001d006140,Zm00001d006145	Cluster_0362	Zm00008a009217,Zm00008a009218
Cluster_0176	Zm00001d006142,Zm00001d006147	NA	Zm00008a009219
Cluster_0176	Zm00001d006142,Zm00001d006147	NA	Zm00008a009219
Cluster_0177	Zm00001d006143,Zm00001d006148	NA	Zm00008a009220
Cluster_0177	Zm00001d006143,Zm00001d006148	NA	Zm00008a009220
Cluster_0178	Zm00001d006144,Zm00001d006149	Cluster_0363	Zm00008a009221,Zm00008a009222
Cluster_0178	Zm00001d006144,Zm00001d006149	Cluster_0363	Zm00008a009221,Zm00008a009222
Cluster_0179	Zm00001d006169,Zm00001d006170	NA	Zm00008a009242
Cluster_0179	Zm00001d006169,Zm00001d006170	NA	Zm00008a009242
Cluster_0180	Zm00001d006193,Zm00001d006199,Zm00001d006203	Cluster_0364	Zm00008a009248,Zm00008a009253,Zm00008a009254
Cluster_0180	Zm00001d006193,Zm00001d006199,Zm00001d006203	Cluster_0364	Zm00008a009248,Zm00008a009253,Zm00008a009254
Cluster_0180	Zm00001d006193,Zm00001d006199,Zm00001d006203	Cluster_0364	Zm00008a009248,Zm00008a009253,Zm00008a009254
Cluster_0182	Zm00001d006260,Zm00001d006263	Cluster_0365	Zm00008a009298,Zm00008a009299,Zm00008a009300
Cluster_0182	Zm00001d006260,Zm00001d006263	Cluster_0365	Zm00008a009298,Zm00008a009299,Zm00008a009300
Cluster_0183	Zm00001d006274,Zm00001d006275,Zm00001d006276,Zm00001d006277,Zm00001d006279,Zm00001d006280,Zm00001d006282,Zm00001d006283,Zm00001d006285	NA	Zm00008a009309
Cluster_0183	Zm00001d006274,Zm00001d006275,Zm00001d006276,Zm00001d006277,Zm00001d006279,Zm00001d006280,Zm00001d006282,Zm00001d006283,Zm00001d006285	NA	Zm00008a009309
Cluster_0183	Zm00001d006274,Zm00001d006275,Zm00001d006276,Zm00001d006277,Zm00001d006279,Zm00001d006280,Zm00001d006282,Zm00001d006283,Zm00001d006285	NA	Zm00008a009309
Cluster_0183	Zm00001d006274,Zm00001d006275,Zm00001d006276,Zm00001d006277,Zm00001d006279,Zm00001d006280,Zm00001d006282,Zm00001d006283,Zm00001d006285	NA	Zm00008a009309
Cluster_0183	Zm00001d006274,Zm00001d006275,Zm00001d006276,Zm00001d006277,Zm00001d006279,Zm00001d006280,Zm00001d006282,Zm00001d006283,Zm00001d006285	Cluster_0366	Zm00008a009308,Zm00008a009311,Zm00008a009315,Zm00008a009316,Zm00008a009317
Cluster_0183	Zm00001d006274,Zm00001d006275,Zm00001d006276,Zm00001d006277,Zm00001d006279,Zm00001d006280,Zm00001d006282,Zm00001d006283,Zm00001d006285	Cluster_0366	Zm00008a009308,Zm00008a009311,Zm00008a009315,Zm00008a009316,Zm00008a009317
Cluster_0183	Zm00001d006274,Zm00001d006275,Zm00001d006276,Zm00001d006277,Zm00001d006279,Zm00001d006280,Zm00001d006282,Zm00001d006283,Zm00001d006285	Cluster_0366	Zm00008a009308,Zm00008a009311,Zm00008a009315,Zm00008a009316,Zm00008a009317
Cluster_0183	Zm00001d006274,Zm00001d006275,Zm00001d006276,Zm00001d006277,Zm00001d006279,Zm00001d006280,Zm00001d006282,Zm00001d006283,Zm00001d006285	Cluster_0366	Zm00008a009308,Zm00008a009311,Zm00008a009315,Zm00008a009316,Zm00008a009317
Cluster_0183	Zm00001d006274,Zm00001d006275,Zm00001d006276,Zm00001d006277,Zm00001d006279,Zm00001d006280,Zm00001d006282,Zm00001d006283,Zm00001d006285	Cluster_0366	Zm00008a009308,Zm00008a009311,Zm00008a009315,Zm00008a009316,Zm00008a009317
Cluster_0184	Zm00001d006278,Zm00001d006281	NA	Zm00008a009310
Cluster_0184	Zm00001d006278,Zm00001d006281	Cluster_0366	Zm00008a009308,Zm00008a009311,Zm00008a009315,Zm00008a009316,Zm00008a009317
Cluster_0186	Zm00001d006300,Zm00001d006301,Zm00001d006307	NA	Zm00008a009334
Cluster_0186	Zm00001d006300,Zm00001d006301,Zm00001d006307	NA	Zm00008a009334
Cluster_0186	Zm00001d006300,Zm00001d006301,Zm00001d006307	NA	Zm00008a009335
Cluster_0186	Zm00001d006300,Zm00001d006301,Zm00001d006307	NA	Zm00008a009336
Cluster_0187	Zm00001d006312,Zm00001d006313	NA	Zm00008a009342
Cluster_0187	Zm00001d006312,Zm00001d006313	NA	Zm00008a009342
Cluster_0188	Zm00001d006340,Zm00001d006341,Zm00001d006342	Cluster_0369	Zm00008a009367,Zm00008a009368,Zm00008a009369
Cluster_0188	Zm00001d006340,Zm00001d006341,Zm00001d006342	Cluster_0369	Zm00008a009367,Zm00008a009368,Zm00008a009369
Cluster_0188	Zm00001d006340,Zm00001d006341,Zm00001d006342	Cluster_0369	Zm00008a009367,Zm00008a009368,Zm00008a009369
Cluster_0189	Zm00001d006446,Zm00001d006449,Zm00001d006450	NA	Zm00008a009448
Cluster_0189	Zm00001d006446,Zm00001d006449,Zm00001d006450	Cluster_0370	Zm00008a009449,Zm00008a009453,Zm00008a009454
Cluster_0189	Zm00001d006446,Zm00001d006449,Zm00001d006450	Cluster_0370	Zm00008a009449,Zm00008a009453,Zm00008a009454
Cluster_0189	Zm00001d006446,Zm00001d006449,Zm00001d006450	Cluster_0370	Zm00008a009449,Zm00008a009453,Zm00008a009454
Cluster_0191	Zm00001d006493,Zm00001d006494	Cluster_0371	Zm00008a009481,Zm00008a009482
Cluster_0191	Zm00001d006493,Zm00001d006494	Cluster_0371	Zm00008a009481,Zm00008a009482
Cluster_0192	Zm00001d006505,Zm00001d006506	NA	Zm00008a009490
Cluster_0192	Zm00001d006505,Zm00001d006506	NA	Zm00008a009490
Cluster_0193	Zm00001d006515,Zm00001d006516	Cluster_0372	Zm00008a009499,Zm00008a009500
Cluster_0193	Zm00001d006515,Zm00001d006516	Cluster_0372	Zm00008a009499,Zm00008a009500
Cluster_0194	Zm00001d006525,Zm00001d006526	Cluster_0373	Zm00008a009506,Zm00008a009507
Cluster_0194	Zm00001d006525,Zm00001d006526	Cluster_0373	Zm00008a009506,Zm00008a009507
Cluster_0195	Zm00001d006527,Zm00001d006531,Zm00001d006535,Zm00001d006536	NA	Zm00008a009509
Cluster_0195	Zm00001d006527,Zm00001d006531,Zm00001d006535,Zm00001d006536	NA	Zm00008a009515
Cluster_0195	Zm00001d006527,Zm00001d006531,Zm00001d006535,Zm00001d006536	NA	Zm00008a009515
Cluster_0195	Zm00001d006527,Zm00001d006531,Zm00001d006535,Zm00001d006536	Cluster_0374	Zm00008a009508,Zm00008a009510
Cluster_0196	Zm00001d006547,Zm00001d006548	Cluster_0375	Zm00008a009522,Zm00008a009523
Cluster_0196	Zm00001d006547,Zm00001d006548	Cluster_0375	Zm00008a009522,Zm00008a009523
Cluster_0197	Zm00001d006683,Zm00001d006684	Cluster_0379	Zm00008a009640,Zm00008a009641
Cluster_0197	Zm00001d006683,Zm00001d006684	Cluster_0379	Zm00008a009640,Zm00008a009641
Cluster_0198	Zm00001d006688,Zm00001d006697	Cluster_0380	Zm00008a009644,Zm00008a009645
Cluster_0198	Zm00001d006688,Zm00001d006697	Cluster_0380	Zm00008a009644,Zm00008a009645
Cluster_0199	Zm00001d006735,Zm00001d006736	Cluster_0381	Zm00008a009672,Zm00008a009673,Zm00008a009674,Zm00008a009675,Zm00008a009677,Zm00008a009680
Cluster_0200	Zm00001d006774,Zm00001d006775	Cluster_0383	Zm00008a009713,Zm00008a009714
Cluster_0200	Zm00001d006774,Zm00001d006775	Cluster_0383	Zm00008a009713,Zm00008a009714
Cluster_0201	Zm00001d006776,Zm00001d006777	NA	Zm00008a009715
Cluster_0201	Zm00001d006776,Zm00001d006777	NA	Zm00008a009715
Cluster_0202	Zm00001d006778,Zm00001d006779	NA	Zm00008a009716
Cluster_0202	Zm00001d006778,Zm00001d006779	NA	Zm00008a009716
Cluster_0203	Zm00001d006923,Zm00001d006924	NA	Zm00008a009814
Cluster_0203	Zm00001d006923,Zm00001d006924	NA	Zm00008a009814
Cluster_0204	Zm00001d006933,Zm00001d006936,Zm00001d006937	Cluster_0384	Zm00008a009822,Zm00008a009823,Zm00008a009824
Cluster_0204	Zm00001d006933,Zm00001d006936,Zm00001d006937	Cluster_0384	Zm00008a009822,Zm00008a009823,Zm00008a009824
Cluster_0204	Zm00001d006933,Zm00001d006936,Zm00001d006937	Cluster_0384	Zm00008a009822,Zm00008a009823,Zm00008a009824
Cluster_0205	Zm00001d006947,Zm00001d006948	Cluster_0385	Zm00008a009833,Zm00008a009834
Cluster_0205	Zm00001d006947,Zm00001d006948	Cluster_0385	Zm00008a009833,Zm00008a009834
Cluster_0206	Zm00001d007125,Zm00001d007127,Zm00001d007129	Cluster_0387	Zm00008a009920,Zm00008a009922
Cluster_0206	Zm00001d007125,Zm00001d007127,Zm00001d007129	Cluster_0387	Zm00008a009920,Zm00008a009922
Cluster_0206	Zm00001d007125,Zm00001d007127,Zm00001d007129	Cluster_0387	Zm00008a009920,Zm00008a009922
Cluster_0206	Zm00001d007125,Zm00001d007127,Zm00001d007129	Cluster_0387	Zm00008a009920,Zm00008a009922
Cluster_0207	Zm00001d007160,Zm00001d007161	NA	Zm00008a009946
Cluster_0207	Zm00001d007160,Zm00001d007161	NA	Zm00008a009946
Cluster_0208	Zm00001d007166,Zm00001d007167	NA	Zm00008a009950
Cluster_0208	Zm00001d007166,Zm00001d007167	Cluster_0388	Zm00008a009949,Zm00008a009951
Cluster_0208	Zm00001d007166,Zm00001d007167	Cluster_0388	Zm00008a009949,Zm00008a009951
Cluster_0209	Zm00001d007257,Zm00001d007258	Cluster_0389	Zm00008a010020,Zm00008a010022
Cluster_0209	Zm00001d007257,Zm00001d007258	Cluster_0389	Zm00008a010020,Zm00008a010022
Cluster_0210	Zm00001d007272,Zm00001d007274	NA	Zm00008a010034
Cluster_0210	Zm00001d007272,Zm00001d007274	NA	Zm00008a010035
Cluster_0211	Zm00001d007334,Zm00001d007337	NA	Zm00008a010095
Cluster_0211	Zm00001d007334,Zm00001d007337	NA	Zm00008a010095
Cluster_0212	Zm00001d007341,Zm00001d007343	Cluster_0391	Zm00008a010098,Zm00008a010099
Cluster_0212	Zm00001d007341,Zm00001d007343	Cluster_0391	Zm00008a010098,Zm00008a010099
Cluster_0213	Zm00001d007347,Zm00001d007349	Cluster_0392	Zm00008a010102,Zm00008a010103
Cluster_0213	Zm00001d007347,Zm00001d007349	Cluster_0392	Zm00008a010102,Zm00008a010103
Cluster_0214	Zm00001d007367,Zm00001d007368	Cluster_0393	Zm00008a010112,Zm00008a010113,Zm00008a010116
Cluster_0214	Zm00001d007367,Zm00001d007368	Cluster_0393	Zm00008a010112,Zm00008a010113,Zm00008a010116
Cluster_0214	Zm00001d007367,Zm00001d007368	Cluster_0393	Zm00008a010112,Zm00008a010113,Zm00008a010116
Cluster_0215	Zm00001d007400,Zm00001d007403	Cluster_0394	Zm00008a010142,Zm00008a010143
Cluster_0215	Zm00001d007400,Zm00001d007403	Cluster_0394	Zm00008a010142,Zm00008a010143
Cluster_0215	Zm00001d007400,Zm00001d007403	Cluster_0394	Zm00008a010142,Zm00008a010143
Cluster_0216	Zm00001d007426,Zm00001d007430	Cluster_0395	Zm00008a010150,Zm00008a010153
Cluster_0216	Zm00001d007426,Zm00001d007430	Cluster_0395	Zm00008a010150,Zm00008a010153
Cluster_0217	Zm00001d007443,Zm00001d007444	NA	Zm00008a010163
Cluster_0218	Zm00001d007456,Zm00001d007457	Cluster_0397	Zm00008a010175,Zm00008a010181,Zm00008a010197
Cluster_0218	Zm00001d007456,Zm00001d007457	Cluster_0397	Zm00008a010175,Zm00008a010181,Zm00008a010197
Cluster_0220	Zm00001d007474,Zm00001d007477	Cluster_0398	Zm00008a010187,Zm00008a010189
Cluster_0220	Zm00001d007474,Zm00001d007477	Cluster_0398	Zm00008a010187,Zm00008a010189
Cluster_0221	Zm00001d007491,Zm00001d007495	Cluster_0400	Zm00008a010202,Zm00008a010206
Cluster_0221	Zm00001d007491,Zm00001d007495	Cluster_0400	Zm00008a010202,Zm00008a010206
Cluster_0223	Zm00001d007531,Zm00001d007534,Zm00001d007548,Zm00001d007555,Zm00001d007559	NA	Zm00008a010245
Cluster_0223	Zm00001d007531,Zm00001d007534,Zm00001d007548,Zm00001d007555,Zm00001d007559	Cluster_0401	Zm00008a010238,Zm00008a010240,Zm00008a010246,Zm00008a010252
Cluster_0223	Zm00001d007531,Zm00001d007534,Zm00001d007548,Zm00001d007555,Zm00001d007559	Cluster_0401	Zm00008a010238,Zm00008a010240,Zm00008a010246,Zm00008a010252
