Duplicate_ID	B_Genes	P_Genes	B_Ages	P_Ages
Nonsyntenic_Dup_0561	Zm00001d018632,Zm00001d018633	Zm00008a026654	10.5928088698	NA
Nonsyntenic_Dup_0562	Zm00001d018648,Zm00001d018649,Zm00001d018650,Zm00001d018652	Zm00008a026666,Zm00008a026668,Zm00008a026669,Zm00008a026670	0.00367929815589,11.9048269877,11.9048269877	0.00367929815589,0.00163402217009,0.00336416037328
Nonsyntenic_Dup_0563	Zm00001d018670,Zm00001d018673	Zm00008a026687	11.7107335238	NA
Nonsyntenic_Dup_0564	Zm00001d018680,Zm00001d018681,Zm00001d018685,Zm00001d018686,Zm00001d018687,Zm00001d018690,Zm00001d018691,Zm00001d018692	Zm00008a026694,Zm00008a026695,Zm00008a026704,Zm00008a026705,Zm00008a026708,Zm00008a026710	10.05784933,11.7280144996,4.17125729865,4.17125729865,4.17125729865,0.436736620061,0.806429878812	10.05784933,11.7280144996,4.17125729865,4.17125729865,4.17125729865
Nonsyntenic_Dup_0565	Zm00001d018682,Zm00001d018683	Zm00008a026697,Zm00008a026698,Zm00008a026699	3.05896831926	0.988918767854,11.7860420583
Nonsyntenic_Dup_0566	Zm00001d018700,Zm00001d018701	Zm00008a026718,Zm00008a026719,Zm00008a026730	11.7193208905	11.7193208905,11.7193208905
Nonsyntenic_Dup_0567	Zm00001d018703,Zm00001d018705	Zm00008a026688,Zm00008a026707,Zm00008a026721,Zm00008a026728	11.7312233178	3.92271140178,10.5904543776,10.5904543776
Nonsyntenic_Dup_0568	Zm00001d018708,Zm00001d018709	Zm00008a026724	11.7265862575	NA
Nonsyntenic_Dup_0569	Zm00001d018710,Zm00001d018711	Zm00008a026726	11.7484833379	NA
Nonsyntenic_Dup_0570	Zm00001d018714	Zm00008a026688,Zm00008a026707,Zm00008a026721,Zm00008a026728	NA	7.79123408346,11.7427017964,11.7427017964
Nonsyntenic_Dup_0571	Zm00001d018734,Zm00001d018737,Zm00001d018738	Zm00008a026742,Zm00008a026743	11.714819199,11.714819199	11.714819199
Nonsyntenic_Dup_0572	Zm00001d018759,Zm00001d018760,Zm00001d018762,Zm00001d018764,Zm00001d018766	Zm00008a026763,Zm00008a026766,Zm00008a026767,Zm00008a026768,Zm00008a026769,Zm00008a026770	11.7351242423,11.7351242423,3.23770223262,7.85421546995	9.76252967001,11.7351242423,9.5928201038,11.7351242423,7.85421546995
Nonsyntenic_Dup_0573	Zm00001d018761,Zm00001d018763,Zm00001d018765	Zm00008a026765	7.15820640525,11.7315927437	NA
Nonsyntenic_Dup_0574	Zm00001d018830,Zm00001d018837	Zm00008a026827,Zm00008a026833	11.7395817489	11.7395817489
Nonsyntenic_Dup_0575	Zm00001d018844,Zm00001d018845	Zm00008a026838,Zm00008a026839	11.720950515	11.720950515
Nonsyntenic_Dup_0576	Zm00001d018846,Zm00001d018847	Zm00008a026841,Zm00008a026842	11.8994429423	0.00163229291136
Nonsyntenic_Dup_0577	Zm00001d018848,Zm00001d018853,Zm00001d018854,Zm00001d018855,Zm00001d018857	Zm00008a026843,Zm00008a026844,Zm00008a026845,Zm00008a026852	11.7338724175,4.59403736003,1.00703802598,11.7338724175	11.7338724175,4.59403736003,11.7338724175
Nonsyntenic_Dup_0578	Zm00001d018874,Zm00001d018876,Zm00001d018877,Zm00001d018879,Zm00001d018880	Zm00008a026866,Zm00008a026867,Zm00008a026868,Zm00008a026869,Zm00008a026870	11.8893126822,11.8893126822,0.00507170220059,0.00507170220059	0.00118757896803,0.00142452631672,0.00507170220059,0.00507170220059
Nonsyntenic_Dup_0579	Zm00001d018918,Zm00001d018924	Zm00008a026906	9.34183021228	NA
Nonsyntenic_Dup_0580	Zm00001d018965,Zm00001d018966	Zm00008a026942	11.7291506302	NA
Nonsyntenic_Dup_0581	Zm00001d018976,Zm00001d018977	Zm00008a026949,Zm00008a026951	11.7168554409	0.193216798841
Nonsyntenic_Dup_0582	Zm00001d018989,Zm00001d018990,Zm00001d018994,Zm00001d018995,Zm00001d018998,Zm00001d019000,Zm00001d019001	Zm00008a026967,Zm00008a026969,Zm00008a026971,Zm00008a026972	0.405162083439,4.63529441868,4.63529441868,4.63529441868,4.63529441868,11.7434129567	3.30768888409,3.86739701547,11.7434129567
Nonsyntenic_Dup_0583	Zm00001d019043,Zm00001d019044	Zm00008a026987	11.8330270664	NA
Nonsyntenic_Dup_0584	Zm00001d019064,Zm00001d019065,Zm00001d019066	Zm00008a027007	11.723942895,11.723942895	NA
Nonsyntenic_Dup_0585	Zm00001d019064,Zm00001d019065,Zm00001d019066	Zm00008a027005,Zm00008a027006,Zm00008a027008	11.7339655498,11.7339655498	11.7339655498,11.7339655498
Nonsyntenic_Dup_0586	Zm00001d019079,Zm00001d019084,Zm00001d019086	Zm00008a027020,Zm00008a027024,Zm00008a027025	0.0028273915749,11.903355166	0.00043863954589,0.0015126802999
Nonsyntenic_Dup_0587	Zm00001d019096,Zm00001d019098	Zm00008a027037,Zm00008a027038	11.7674352489	11.7674352489
Nonsyntenic_Dup_0588	Zm00001d019120,Zm00001d019122	Zm00008a027052	0.0224515159718	NA
Nonsyntenic_Dup_0589	Zm00001d019155,Zm00001d019160,Zm00001d019162	Zm00008a027078	0.254409299852,11.8063838925	NA
Nonsyntenic_Dup_0590	Zm00001d019213,Zm00001d019214	Zm00008a027114,Zm00008a027115	11.7369160718	11.7369160718
Nonsyntenic_Dup_0591	Zm00001d019227	Zm00008a027129,Zm00008a027130	NA	11.8399906399
Nonsyntenic_Dup_0592	Zm00001d019228	Zm00008a027129,Zm00008a027130	NA	11.7569080813
Nonsyntenic_Dup_0593	Zm00001d019243	Zm00008a027143,Zm00008a027144	NA	11.7140689248
Nonsyntenic_Dup_0594	Zm00001d019246,Zm00001d019247	Zm00008a027143,Zm00008a027144	11.7252210097	0.762792662886
Nonsyntenic_Dup_0595	Zm00001d019250,Zm00001d019251	Zm00008a010370,Zm00008a010371,Zm00008a010373	11.9068240594	0.00246628947331,0.00139151091485
Nonsyntenic_Dup_0596	Zm00001d019250,Zm00001d019251	Zm00008a027146,Zm00008a027147,Zm00008a027151	11.8666307739	0.00210719186992,0.00210719186992
Nonsyntenic_Dup_0597	Zm00001d019254,Zm00001d019256,Zm00001d019258,Zm00001d019259,Zm00001d019265	Zm00008a027146,Zm00008a027147,Zm00008a027151	0.556649677905,0.556649677905,0.00153434836833,11.8994722906	0.00153434836833,0.00153434836833
Nonsyntenic_Dup_0598	Zm00001d019270,Zm00001d019271,Zm00001d019274	Zm00008a027155,Zm00008a027159	5.77546324631,5.77546324631	8.60663131439
Nonsyntenic_Dup_0599	Zm00001d019290,Zm00001d019291	Zm00008a027168,Zm00008a027169	11.7254214838	11.7254214838
Nonsyntenic_Dup_0600	Zm00001d019300,Zm00001d019302	Zm00008a027175,Zm00008a027177	11.8031645309	11.8031645309
Nonsyntenic_Dup_0601	Zm00001d019333,Zm00001d019334	Zm00008a027197,Zm00008a027198	11.7309721299	11.7309721299
Nonsyntenic_Dup_0602	Zm00001d019373,Zm00001d019374	Zm00008a027231,Zm00008a027232,Zm00008a027235,Zm00008a027243	11.8959656845	0.00126063523971,0.00470441961066,0.000176694598561
Nonsyntenic_Dup_0603	Zm00001d019380,Zm00001d019385,Zm00001d019394	Zm00008a027231,Zm00008a027232,Zm00008a027235,Zm00008a027243	0.0747096222331,11.9002619419	0.00712235201485,0.0428164853248,0.0129683163311
Nonsyntenic_Dup_0604	Zm00001d019399,Zm00001d019400	Zm00008a027257,Zm00008a027258	11.7337225764	11.7337225764
Nonsyntenic_Dup_0605	Zm00001d019405,Zm00001d019406,Zm00001d019407	Zm00008a027260	11.7181353088,6.9461305862	NA
Nonsyntenic_Dup_0606	Zm00001d019411,Zm00001d019413	Zm00008a027262,Zm00008a027264	11.7344493409	11.7344493409
Nonsyntenic_Dup_0607	Zm00001d019411,Zm00001d019413	Zm00008a027263	2.77925486288	NA
Nonsyntenic_Dup_0608	Zm00001d019549,Zm00001d019550	Zm00008a027372	7.57729334076	NA
Nonsyntenic_Dup_0609	Zm00001d019557,Zm00001d019560	Zm00008a027379,Zm00008a027380	11.8921552142	1.23559399786
Nonsyntenic_Dup_0610	Zm00001d019563,Zm00001d019565	Zm00008a027384,Zm00008a027385	11.8285459	6.6440860111
Nonsyntenic_Dup_0611	Zm00001d019599	Zm00008a027412,Zm00008a027413	NA	6.71441809456
Nonsyntenic_Dup_0612	Zm00001d019674	Zm00008a027451,Zm00008a027452	NA	11.7511672754
Nonsyntenic_Dup_0613	Zm00001d019678,Zm00001d019680	Zm00008a027456	11.731360467	NA
Nonsyntenic_Dup_0614	Zm00001d019725,Zm00001d019726	Zm00008a027486,Zm00008a027488	11.7332021544	11.7332021544
Nonsyntenic_Dup_0615	Zm00001d019734,Zm00001d019744	Zm00008a027493,Zm00008a027496	11.7371456421	11.7371456421
Nonsyntenic_Dup_0616	Zm00001d019761,Zm00001d019762	Zm00008a027535,Zm00008a027536	7.75380515711	0.777447704116
Nonsyntenic_Dup_0618	Zm00001d019951,Zm00001d019961	Zm00008a027628	11.716279692	NA
Nonsyntenic_Dup_0619	Zm00001d020112,Zm00001d020117	Zm00008a027751,Zm00008a027755	11.7361070474	4.87296209848
Nonsyntenic_Dup_0620	Zm00001d020148	Zm00008a027780,Zm00008a027791,Zm00008a027800,Zm00008a027802	NA	11.7293401905,10.3718993222,0.900210504912
Nonsyntenic_Dup_0621	Zm00001d020172	Zm00008a027780,Zm00008a027791,Zm00008a027800,Zm00008a027802	NA	0.00220800693411,0.00220800693411,0.000121636499265
Nonsyntenic_Dup_0622	Zm00001d020183,Zm00001d020185	Zm00008a027801,Zm00008a027803	11.8096246268	11.8096246268
Nonsyntenic_Dup_0623	Zm00001d020184	Zm00008a027801,Zm00008a027803	NA	11.7133711878
Nonsyntenic_Dup_0624	Zm00001d020260,Zm00001d020261	Zm00008a027855,Zm00008a027856,Zm00008a027857	9.92915857083	0.00189489287087,0.00578767750137
Nonsyntenic_Dup_0625	Zm00001d020265,Zm00001d020266	Zm00008a027874,Zm00008a027877	11.7121966545	11.7121966545
Nonsyntenic_Dup_0626	Zm00001d020277,Zm00001d020279,Zm00001d020280,Zm00001d020281,Zm00001d020282	Zm00008a027889	3.97502705982,11.7453703793,2.55363992137,11.7453703793	NA
Nonsyntenic_Dup_0627	Zm00001d020277,Zm00001d020279,Zm00001d020280,Zm00001d020281,Zm00001d020282	Zm00008a027890,Zm00008a027891	0.00275637622707,11.920629583,0.00194975007953,11.920629583	0.00221851221203
Nonsyntenic_Dup_0628	Zm00001d020306,Zm00001d020307	Zm00008a027902,Zm00008a027903	11.9029599705	0.00151561734328
Nonsyntenic_Dup_0629	Zm00001d020350,Zm00001d020351	Zm00008a027939	0.771309525277	NA
Nonsyntenic_Dup_0630	Zm00001d020400,Zm00001d020401	Zm00008a027973,Zm00008a027974,Zm00008a027975	11.8833990135	0.00236589704203,0.00170868289965
Nonsyntenic_Dup_0631	Zm00001d020402	Zm00008a027973,Zm00008a027974,Zm00008a027975	NA	11.7206831757,9.44902544752
Nonsyntenic_Dup_0632	Zm00001d020405,Zm00001d020408	Zm00008a027980	11.7269831197	NA
Nonsyntenic_Dup_0633	Zm00001d020468,Zm00001d020475,Zm00001d020483	Zm00008a028038	11.7256265527,0.246219493697	NA
Nonsyntenic_Dup_0634	Zm00001d020472,Zm00001d020476	Zm00008a028039	11.7557053717	NA
Nonsyntenic_Dup_0635	Zm00001d020480,Zm00001d020484	Zm00008a028043,Zm00008a028046	2.78541132206	11.7614535559
Nonsyntenic_Dup_0636	Zm00001d020501,Zm00001d020502	Zm00008a028069,Zm00008a028070	11.7182217412	6.13333859258
Nonsyntenic_Dup_0637	Zm00001d020503,Zm00001d020504	Zm00008a028071,Zm00008a028072	11.7988383526	11.7988383526
Nonsyntenic_Dup_0638	Zm00001d020521,Zm00001d020524	Zm00008a028085	8.75500162372	NA
Nonsyntenic_Dup_0639	Zm00001d020521,Zm00001d020524	Zm00008a028088	10.5350566756	NA
Nonsyntenic_Dup_0640	Zm00001d020573,Zm00001d020574,Zm00001d020575,Zm00001d020577	Zm00008a028138	0.00324769966429,0.00416103156337,11.8416678941	NA
Nonsyntenic_Dup_0641	Zm00001d020584,Zm00001d020585	Zm00008a028142,Zm00008a028145	11.7368909791	11.7368909791
Nonsyntenic_Dup_0642	Zm00001d020665	Zm00008a028204,Zm00008a028205	NA	0.00293803013448
Nonsyntenic_Dup_0643	Zm00001d020666	Zm00008a028204,Zm00008a028205	NA	11.7778239132
Nonsyntenic_Dup_0644	Zm00001d020727,Zm00001d020728	Zm00008a028275,Zm00008a028276	1.79123848584	0.186866101191
Nonsyntenic_Dup_0645	Zm00001d020732,Zm00001d020735,Zm00001d020736,Zm00001d020737,Zm00001d020738,Zm00001d020740,Zm00001d020741,Zm00001d020742,Zm00001d020744	Zm00008a028281,Zm00008a028288,Zm00008a028289,Zm00008a028290,Zm00008a028291,Zm00008a028292,Zm00008a028293,Zm00008a028294,Zm00008a028295	3.33095710036,6.45746204765,6.45746204765,1.3861793633,4.33463801696,6.45746204765,11.7318255029,11.7318255029	9.01452985161,9.01452985161,6.45746204765,6.45746204765,1.3861793633,4.33463801696,6.45746204765,10.7992883632
Nonsyntenic_Dup_0646	Zm00001d020750,Zm00001d020751,Zm00001d020752,Zm00001d020754	Zm00008a028299,Zm00008a028300,Zm00008a028301,Zm00008a028302	9.42090512045,11.7351701335,9.30515699644	9.42090512045,11.7351701335,9.30515699644
Nonsyntenic_Dup_0647	Zm00001d020793,Zm00001d020794	Zm00008a028333	7.58986652615	NA
Nonsyntenic_Dup_0648	Zm00001d020797	Zm00008a028334,Zm00008a028341	NA	11.7211814974
Nonsyntenic_Dup_0649	Zm00001d020804,Zm00001d020805	Zm00008a028339	11.7253862272	NA
Nonsyntenic_Dup_0650	Zm00001d020886,Zm00001d020887	Zm00008a028391	11.7644340938	NA
Nonsyntenic_Dup_0651	Zm00001d020957,Zm00001d020958,Zm00001d020961	Zm00008a028444,Zm00008a028445,Zm00008a028446,Zm00008a028447	0.00404909805783,0.00141627078153	0.000633799226322,0.00117361483949,0.000683073924491
Nonsyntenic_Dup_0652	Zm00001d020960	Zm00008a028444,Zm00008a028445,Zm00008a028446,Zm00008a028447	NA	1.68360348926,7.52122802181,7.52122802181
Nonsyntenic_Dup_0653	Zm00001d020957,Zm00001d020958,Zm00001d020961	Zm00008a028448	0.0322574383855,0.000491100327796	NA
Nonsyntenic_Dup_0654	Zm00001d020967,Zm00001d020968	Zm00008a028456	11.7231944792	NA
Nonsyntenic_Dup_0655	Zm00001d021093,Zm00001d021094,Zm00001d021095	Zm00008a028254,Zm00008a028255,Zm00008a028256	11.7280543629,8.92477897625	8.92477897625,11.7280543629
Nonsyntenic_Dup_0656	Zm00001d021097,Zm00001d021099,Zm00001d021103,Zm00001d021107,Zm00001d021115,Zm00001d021117	Zm00008a028242,Zm00008a028243,Zm00008a028246,Zm00008a028249,Zm00008a028250,Zm00008a028252,Zm00008a028253	11.7282276917,8.20087389055,8.20087389055,2.53120203642,11.7282276917	11.7282276917,8.20087389055,8.20087389055,8.20087389055,5.1497170456,11.7282276917
Nonsyntenic_Dup_0657	Zm00001d021097,Zm00001d021099,Zm00001d021103,Zm00001d021107,Zm00001d021115,Zm00001d021117	Zm00008a028548,Zm00008a028549	11.7173935687,3.89954087756,3.89954087756,1.16764950969,9.39277897076	9.39277897076
Nonsyntenic_Dup_0658	Zm00001d021167,Zm00001d021168	Zm00008a028582,Zm00008a028583	11.8436851583	4.96271096443
Nonsyntenic_Dup_0659	Zm00001d021205,Zm00001d021207,Zm00001d021208,Zm00001d021214	Zm00008a028606	0.00254066824466,0.00135824483327,11.9124137291	NA
Nonsyntenic_Dup_0660	Zm00001d021205,Zm00001d021207,Zm00001d021208,Zm00001d021214	Zm00008a028607	4.98641119586,2.5955113634,11.726003793	NA
Nonsyntenic_Dup_0661	Zm00001d021250,Zm00001d021251	Zm00008a028633,Zm00008a028634	11.8030101567	4.70087009792
Nonsyntenic_Dup_0662	Zm00001d021250,Zm00001d021251	Zm00008a028635	11.7377957681	NA
Nonsyntenic_Dup_0663	Zm00001d021321,Zm00001d021324,Zm00001d021329	Zm00008a028696	0.00131012951893,11.9068153386	NA
Nonsyntenic_Dup_0664	Zm00001d021423,Zm00001d021424	Zm00008a028775	0.228496971043	NA
Nonsyntenic_Dup_0665	Zm00001d021453	Zm00008a028807,Zm00008a028809	NA	11.7909596622
Nonsyntenic_Dup_0666	Zm00001d021454,Zm00001d021455,Zm00001d021456,Zm00001d021457,Zm00001d021459	Zm00008a028808,Zm00008a028811	1.23684927953,9.02179999965,9.02179999965,11.7407094839	11.7407094839
Nonsyntenic_Dup_0667	Zm00001d021484,Zm00001d021485	Zm00008a028836	7.87891590169	NA
Nonsyntenic_Dup_0668	Zm00001d021508,Zm00001d021511	Zm00008a028860,Zm00008a028862	0.00203928130604	0.000289282968319
Nonsyntenic_Dup_0669	Zm00001d021571,Zm00001d021572,Zm00001d021576,Zm00001d021577	Zm00008a028918	11.7457825908,3.94140265843,1.68061499549	NA
Nonsyntenic_Dup_0670	Zm00001d021571,Zm00001d021572,Zm00001d021576,Zm00001d021577	Zm00008a028915,Zm00008a028916	11.7433397206,2.79149507691,1.67850632412	1.67850632412
Nonsyntenic_Dup_0671	Zm00001d021630,Zm00001d021632	Zm00008a028965,Zm00008a028966	4.94632803514	4.94632803514
Nonsyntenic_Dup_0672	Zm00001d021682,Zm00001d021683,Zm00001d021684,Zm00001d021686,Zm00001d021688,Zm00001d021689,Zm00001d021692,Zm00001d021693,Zm00001d021696,Zm00001d021698,Zm00001d021699	Zm00008a029006,Zm00008a029007,Zm00008a029008,Zm00008a029010,Zm00008a029012,Zm00008a029013,Zm00008a029015,Zm00008a029017,Zm00008a029021,Zm00008a029026	11.7296952109,0.67079825475,11.7296952109,11.7296952109,11.7296952109,1.64094632253,11.7296952109,3.53332923488,5.33083319688,11.7296952109	1.56719411135,0.67079825475,4.03347141799,3.12610498353,4.03347141799,1.12909078558,1.53992692361,3.53332923488,5.33083319688
Nonsyntenic_Dup_0673	Zm00001d021690,Zm00001d021695,Zm00001d021697	Zm00008a029014,Zm00008a029019,Zm00008a029025	0.220579886909,11.8913274785	0.234841411738,0.234841411738
Nonsyntenic_Dup_0674	Zm00001d021690,Zm00001d021695,Zm00001d021697	Zm00008a029024	1.92789720842,11.8196296703	NA
Nonsyntenic_Dup_0675	Zm00001d021706,Zm00001d021707	Zm00008a029033,Zm00008a029034	11.8135321755	0.0394718097775
Nonsyntenic_Dup_0676	Zm00001d021724	Zm00008a029049,Zm00008a029061,Zm00008a029063	NA	11.7362021855,10.1226391482
Nonsyntenic_Dup_0677	Zm00001d021726,Zm00001d021727,Zm00001d021729,Zm00001d021737	Zm00008a029050	1.20315884234,11.7143669066,11.7143669066	NA
Nonsyntenic_Dup_0678	Zm00001d021731,Zm00001d021732,Zm00001d021736	Zm00008a029054,Zm00008a029057	11.7381356283,11.7381356283	2.95900652914
Nonsyntenic_Dup_0679	Zm00001d021733,Zm00001d021734	Zm00008a029055,Zm00008a029056	10.7266957331	11.7309104999
Nonsyntenic_Dup_0680	Zm00001d021726,Zm00001d021727,Zm00001d021729,Zm00001d021737	Zm00008a029052,Zm00008a029059	4.38048364146,11.7265030086,11.7265030086	6.22938124418
Nonsyntenic_Dup_0681	Zm00001d021740,Zm00001d021744	Zm00008a029049,Zm00008a029061,Zm00008a029063	9.28571200485	11.7199191513,9.28571200485
Nonsyntenic_Dup_0682	Zm00001d021747,Zm00001d021752,Zm00001d021753	Zm00008a029065,Zm00008a029068,Zm00008a029069	11.7236070767,3.57232357456	4.05213679372,3.23840474795
Nonsyntenic_Dup_0683	Zm00001d021755,Zm00001d021757	Zm00008a029071,Zm00008a029072	11.7447388553	11.7447388553
Nonsyntenic_Dup_0684	Zm00001d021866,Zm00001d021868	Zm00008a029146,Zm00008a029147,Zm00008a029150	11.7332589513	0.324552067148,0.324552067148
Nonsyntenic_Dup_0685	Zm00001d021864,Zm00001d021867	Zm00008a029149	8.74337315388	NA
Nonsyntenic_Dup_0686	Zm00001d021935,Zm00001d021936,Zm00001d021938,Zm00001d021942,Zm00001d021943	Zm00008a029199,Zm00008a029200,Zm00008a029201,Zm00008a029202,Zm00008a029203	11.9008289571,0.022464313352,11.9008289571,11.9008289571	0.000667303051254,0.00029381227479,0.000784948178303,0.00255923225714
Nonsyntenic_Dup_0687	Zm00001d021991,Zm00001d021993	Zm00008a029242	11.7368159883	NA
Nonsyntenic_Dup_0688	Zm00001d021990,Zm00001d021992	Zm00008a029241,Zm00008a029248	0.0150853154481	11.7285419718
Nonsyntenic_Dup_0689	Zm00001d022035,Zm00001d022036	Zm00008a029264,Zm00008a029266	1.53467693439	0.560349501591
Nonsyntenic_Dup_0690	Zm00001d022053,Zm00001d022055,Zm00001d022057	Zm00008a029282	5.84015208971,11.7410462813	NA
Nonsyntenic_Dup_0691	Zm00001d022081,Zm00001d022082	Zm00008a029300,Zm00008a029301	0.00108188870239	0.0109193526032
Nonsyntenic_Dup_0692	Zm00001d022089,Zm00001d022090	Zm00008a029306,Zm00008a029307	11.7437318787	11.7437318787
Nonsyntenic_Dup_0693	Zm00001d022117,Zm00001d022120	Zm00008a029345	11.7397617784	NA
Nonsyntenic_Dup_0694	Zm00001d022162	Zm00008a029363,Zm00008a029378	NA	11.7110925847
Nonsyntenic_Dup_0695	Zm00001d022192,Zm00001d022193	Zm00008a029404,Zm00008a029405	0.00196434331488	4.22647311017e-06
Nonsyntenic_Dup_0696	Zm00001d022217,Zm00001d022222	Zm00008a029424	11.8221049836	NA
Nonsyntenic_Dup_0697	Zm00001d022218,Zm00001d022223	Zm00008a029424	11.7500349959	NA
Nonsyntenic_Dup_0698	Zm00001d022268,Zm00001d022269	Zm00008a039919	8.13604906007	NA
Nonsyntenic_Dup_0699	Zm00001d022279,Zm00001d022280,Zm00001d022281,Zm00001d022282,Zm00001d022283,Zm00001d022284,Zm00001d022289,Zm00001d022290	Zm00008a029474,Zm00008a029475,Zm00008a029476,Zm00008a029477,Zm00008a029479,Zm00008a029480	11.7104536209,10.0121453914,2.15975214503,11.7104536209,11.7104536209,11.7104536209,11.7104536209	2.15975214503,0.619458951443,0.619458951443,3.18223411452,2.93812206895
Nonsyntenic_Dup_0700	Zm00001d022317,Zm00001d022320,Zm00001d022323,Zm00001d022326,Zm00001d022327	Zm00008a029499,Zm00008a029502,Zm00008a029504,Zm00008a029505	1.15992388605,7.59407872902,11.7114468657,10.3517248414	7.59407872902,11.7114468657,10.3517248414
Nonsyntenic_Dup_0701	Zm00001d022343,Zm00001d022344,Zm00001d022346	Zm00008a029516	0.00820320545844,11.8007596743	NA
Nonsyntenic_Dup_0702	Zm00001d022357,Zm00001d022361	Zm00008a029524	11.2074888259	NA
Nonsyntenic_Dup_0703	Zm00001d022357,Zm00001d022361	Zm00008a029526	0.0314156179106	NA
Nonsyntenic_Dup_0704	Zm00001d022420,Zm00001d022421	Zm00008a029653,Zm00008a029655	11.895953645	0.00130999461302
Nonsyntenic_Dup_0705	Zm00001d022424	Zm00008a029651,Zm00008a029656	NA	11.7320784635
Nonsyntenic_Dup_0706	Zm00001d022450,Zm00001d022451	Zm00008a029620,Zm00008a029621	11.7121171218	11.7121171218
Nonsyntenic_Dup_0707	Zm00001d022453,Zm00001d022456,Zm00001d022457,Zm00001d022458	Zm00008a029613,Zm00008a029614,Zm00008a029615,Zm00008a029618	11.9234511122,11.9234511122,11.9234511122	0.000971365630981,0.00109835460675,0.00406319880633
Nonsyntenic_Dup_0708	Zm00001d022516	Zm00008a029653,Zm00008a029655	NA	11.7520362076
Nonsyntenic_Dup_0709	Zm00001d023210,Zm00001d023213	Zm00008a036272,Zm00008a036275	11.7861700222	10.2890951638
Nonsyntenic_Dup_0710	Zm00001d023210,Zm00001d023213	Zm00008a036274	5.70654035297	NA
Nonsyntenic_Dup_0711	Zm00001d023215,Zm00001d023216	Zm00008a036277,Zm00008a036278	11.7440632205	11.7440632205
Nonsyntenic_Dup_0712	Zm00001d023217,Zm00001d023225	Zm00008a036279,Zm00008a036287	11.9025248186	0.00155848102362
Nonsyntenic_Dup_0713	Zm00001d023247,Zm00001d023248	Zm00008a036309,Zm00008a036311	11.7540433724	11.7540433724
Nonsyntenic_Dup_0714	Zm00001d023254,Zm00001d023257	Zm00008a036318	0.202081489351	NA
Nonsyntenic_Dup_0715	Zm00001d023265,Zm00001d023267	Zm00008a036323,Zm00008a036333,Zm00008a036335,Zm00008a036336	8.84285979951	0.341712044857,0.341712044857,0.341712044857
Nonsyntenic_Dup_0716	Zm00001d023282,Zm00001d023284,Zm00001d023287	Zm00008a036347,Zm00008a036349	11.7387584075,0.383061761359	4.18289001238
Nonsyntenic_Dup_0717	Zm00001d023285,Zm00001d023286,Zm00001d023288,Zm00001d023289	Zm00008a036350	11.7178821266,11.7178821266,11.7178821266	NA
Nonsyntenic_Dup_0718	Zm00001d023303,Zm00001d023304	Zm00008a036361	11.7197135963	NA
Nonsyntenic_Dup_0719	Zm00001d023313,Zm00001d023314	Zm00008a036372	7.14293086179	NA
Nonsyntenic_Dup_0720	Zm00001d023316	Zm00008a036375,Zm00008a036377	NA	8.37170835164
Nonsyntenic_Dup_0721	Zm00001d023317,Zm00001d023318,Zm00001d023320,Zm00001d023321,Zm00001d023322,Zm00001d023323,Zm00001d023325,Zm00001d023326,Zm00001d023327,Zm00001d023329,Zm00001d023330	Zm00008a036376,Zm00008a036378,Zm00008a036379,Zm00008a036380,Zm00008a036383	0.475987243287,1.20902559959,2.77380298699,2.77380298699,11.7182145491,11.7182145491,2.77380298699,0.35140233358,2.18703291168,3.10993807739	1.9298301732,1.20902559959,2.77380298699,2.18703291168
