Duplicate_ID	Ancestral_Gene	B1_Genes	B2_Genes	P1_Genes	P2_Genes	B1_Ages	B2_Ages	P1_Ages	P2_Ages
Syntenic_Dup_0456	Sobic.006G024000	Zm00001d004366	Zm00001d025036,Zm00001d025037	Zm00008a007871	Zm00008a037644,Zm00008a037645	NA	0.628901796118	NA	7.60946942247
Syntenic_Dup_0457	Sobic.006G023000	Zm00001d004355,Zm00001d004364,Zm00001d004371	NA	Zm00008a007860,Zm00008a007870,Zm00008a007875	NA	2.41176242735,11.7091340043	NA	2.41176242735,11.7091340043	NA
Syntenic_Dup_0458	Sobic.006G021000	Zm00001d004387,Zm00001d004389	NA	Zm00008a007885,Zm00008a007886	NA	11.7344453602	NA	11.7344453602	NA
Syntenic_Dup_0459	Sobic.006G016800	Zm00001d004414,Zm00001d004417	NA	Zm00008a007900,Zm00008a007904	NA	11.7230471012	NA	5.79316976912	NA
Syntenic_Dup_0460	Sobic.006G002000	Zm00001d004552	Zm00001d024965	Zm00008a008013	Zm00008a037566,Zm00008a037567	NA	NA	NA	11.7295282626
Syntenic_Dup_0461	Sobic.006G001000	Zm00001d004555	Zm00001d024943,Zm00001d024946	Zm00008a008017	Zm00008a037570,Zm00008a037571	NA	11.720995792	NA	11.720995792
Syntenic_Dup_0462	Sobic.010G229100	Zm00001d014367,Zm00001d014369	Zm00001d036589	NA	NA	5.20776403876	NA	NA	NA
Syntenic_Dup_0463	Sobic.010G229400	Zm00001d014367,Zm00001d014369	NA	NA	NA	11.8279986314	NA	NA	NA
Syntenic_Dup_0464	Sobic.010G228700	Zm00001d014378,Zm00001d014379	Zm00001d036594,Zm00001d036595	Zm00008a020283	Zm00008a024561	11.7068471832	0.445836621775	NA	NA
Syntenic_Dup_0465	Sobic.010G231300	Zm00001d014451,Zm00001d014456,Zm00001d014458	NA	Zm00008a020324,Zm00008a020326,Zm00008a020327	NA	8.40093908037,11.7334060629	NA	11.7334060629,11.7334060629	NA
Syntenic_Dup_0466	Sobic.010G231800	Zm00001d014462	Zm00001d036565,Zm00001d036567,Zm00001d036568	Zm00008a020333	Zm00008a024543,Zm00008a024545,Zm00008a024546	NA	11.7270344505,8.13514584985	NA	2.74620608115,2.74620608115
Syntenic_Dup_0467	Sobic.010G232600	Zm00001d014468,Zm00001d014469,Zm00001d014470	Zm00001d036564	Zm00008a020341	Zm00008a024542	7.29413082371,7.29413082371	NA	NA	NA
Syntenic_Dup_0468	Sobic.010G237800	Zm00001d014540,Zm00001d014542	NA	NA	NA	11.8190129708	NA	NA	NA
Syntenic_Dup_0469	Sobic.010G241900	Zm00001d014555,Zm00001d014557	NA	Zm00008a020401,Zm00008a020405	NA	11.7125074778	NA	11.7125074778	NA
Syntenic_Dup_0470	Sobic.010G241500	Zm00001d014555,Zm00001d014557	Zm00001d036534	Zm00008a020401,Zm00008a020405	Zm00008a024514	11.7567085542	NA	11.7567085542	NA
Syntenic_Dup_0471	Sobic.010G246500	Zm00001d014613,Zm00001d014614,Zm00001d014615,Zm00001d014617	NA	Zm00008a020445,Zm00008a020446,Zm00008a020448	NA	11.7002476003,9.39795966161,7.56160824431	NA	11.7002476003,11.7002476003	NA
Syntenic_Dup_0472	Sobic.010G247200	Zm00001d014623,Zm00001d014625	NA	Zm00008a020450,Zm00008a020451	NA	11.7390185342	NA	11.7390185342	NA
Syntenic_Dup_0473	Sobic.010G247500	Zm00001d014628,Zm00001d014629,Zm00001d014630	Zm00001d036510	Zm00008a020454,Zm00008a020455,Zm00008a020456	Zm00008a024493	0.819633827676,7.833588969	NA	5.9952781794,9.05951466334	NA
Syntenic_Dup_0474	Sobic.010G248900	Zm00001d014649,Zm00001d014650,Zm00001d014652,Zm00001d014654	NA	Zm00008a020464,Zm00008a020465	NA	11.7046101193,11.7046101193,11.7046101193	NA	1.74489885476	NA
Syntenic_Dup_0475	Sobic.010G251600	Zm00001d014679	Zm00001d036464,Zm00001d036467	Zm00008a020483	Zm00008a024471	NA	0.00301373180212	NA	NA
Syntenic_Dup_0476	Sobic.010G256400	Zm00001d014721,Zm00001d014722	NA	Zm00008a020530,Zm00008a020531	NA	7.46807085508	NA	11.7452942257	NA
Syntenic_Dup_0477	Sobic.010G256600	Zm00001d014721,Zm00001d014722	NA	Zm00008a020530,Zm00008a020531	NA	8.51324694885	NA	11.7408415562	NA
Syntenic_Dup_0478	Sobic.010G258000	Zm00001d014731,Zm00001d014732	Zm00001d036442	NA	Zm00008a024454	2.54169258281	NA	NA	NA
Syntenic_Dup_0479	Sobic.010G258500	Zm00001d014734,Zm00001d014737	Zm00001d036439	Zm00008a020543,Zm00008a020546	Zm00008a024451	11.7128122329	NA	11.7128122329	NA
Syntenic_Dup_0480	Sobic.010G258700	Zm00001d014734,Zm00001d014737	NA	Zm00008a020543,Zm00008a020546	NA	11.7520056522	NA	0.00653775222195	NA
Syntenic_Dup_0481	Sobic.010G270700	Zm00001d014817,Zm00001d014818,Zm00001d014819,Zm00001d014820	NA	Zm00008a020617,Zm00008a020618,Zm00008a020619	NA	7.35935659705,9.48648323488,9.48648323488	NA	11.7297452351,8.70528416928	NA
Syntenic_Dup_0482	Sobic.010G273600	Zm00001d014840,Zm00001d014842	Zm00001d036366,Zm00001d036370	Zm00008a020628,Zm00008a020629	Zm00008a024403,Zm00008a024404	5.87179895836	11.7288388155	5.87179895836	11.7288388155
Syntenic_Dup_0483	Sobic.010G277000	Zm00001d014880,Zm00001d014882	NA	Zm00008a020657	NA	11.7342972002	NA	NA	NA
Syntenic_Dup_0484	Sobic.004G002700	Zm00001d014931	NA	Zm00008a020699,Zm00008a020700	NA	NA	NA	11.7746819894	NA
Syntenic_Dup_0485	Sobic.004G002800	Zm00001d014932	Zm00001d054086	Zm00008a020699,Zm00008a020700	Zm00008a018937	NA	NA	11.735788181	NA
Syntenic_Dup_0486	Sobic.004G004400	Zm00001d014944,Zm00001d014945	NA	Zm00008a020706,Zm00008a020707	NA	11.7131264321	NA	11.7131264321	NA
Syntenic_Dup_0487	Sobic.004G006300	Zm00001d014954,Zm00001d014957	NA	Zm00008a020717,Zm00008a020718	NA	11.7308374663	NA	1.13422322661	NA
Syntenic_Dup_0488	Sobic.004G006700	Zm00001d014961	Zm00001d054069	Zm00008a020725	Zm00008a018919,Zm00008a018920	NA	NA	NA	0.283594891279
Syntenic_Dup_0489	Sobic.004G009100	Zm00001d014972	NA	Zm00008a020735,Zm00008a020738	NA	NA	NA	11.7250911201	NA
Syntenic_Dup_0490	Sobic.004G009200	Zm00001d014976	Zm00001d054057,Zm00001d054060	Zm00008a020739	Zm00008a018911,Zm00008a018912	NA	0.66985848569	NA	0.66985848569
Syntenic_Dup_0491	Sobic.004G013100	Zm00001d015005,Zm00001d015006	Zm00001d054017	Zm00008a020760	Zm00008a018891	1.77512560808	NA	NA	NA
Syntenic_Dup_0492	Sobic.004G014500	Zm00001d015018,Zm00001d015019	NA	NA	NA	11.8141892586	NA	NA	NA
Syntenic_Dup_0493	Sobic.004G014700	Zm00001d015018,Zm00001d015019	NA	Zm00008a020769	NA	11.7274640187	NA	NA	NA
Syntenic_Dup_0494	Sobic.004G018500	Zm00001d015040,Zm00001d015043	Zm00001d053910	NA	NA	0.052327742336	NA	NA	NA
Syntenic_Dup_0495	Sobic.004G019500	Zm00001d015041,Zm00001d015047,Zm00001d015052,Zm00001d015057	NA	Zm00008a020799	NA	7.11133894067,11.6983781144,11.6983781144	NA	NA	NA
Syntenic_Dup_0496	Sobic.004G018900	Zm00001d015053,Zm00001d015054	Zm00001d053916,Zm00001d053918	Zm00008a020792,Zm00008a020793	Zm00008a018811	4.7557887188	11.7381493229	1.56004171548	NA
Syntenic_Dup_0497	Sobic.004G019600	Zm00001d015058	Zm00001d053919	Zm00008a020790,Zm00008a020802	Zm00008a018812	NA	NA	5.81392385927	NA
Syntenic_Dup_0498	Sobic.004G022300	Zm00001d015068,Zm00001d015070,Zm00001d015072,Zm00001d015075,Zm00001d015076,Zm00001d015077,Zm00001d015079	NA	Zm00008a020813,Zm00008a020814	NA	0.318412704218,0.318412704218,0.318412704218,11.7387615251,11.7387615251,11.7387615251	NA	11.7387615251	NA
Syntenic_Dup_0499	Sobic.004G022950	Zm00001d015068,Zm00001d015070,Zm00001d015072,Zm00001d015075,Zm00001d015076,Zm00001d015077,Zm00001d015079	Zm00001d053933,Zm00001d053934	Zm00008a020813,Zm00008a020814	Zm00008a018822,Zm00008a018823	2.17669470099,3.63746771681,2.0470194759,11.7996082547,5.80106774355,5.80106774355	0.553218346008	5.80106774355	0.553218346008
Syntenic_Dup_0500	Sobic.004G023900	Zm00001d015088	Zm00001d053941,Zm00001d053950,Zm00001d053960	Zm00008a020819	Zm00008a018832	NA	0.232326696448,11.7337013799	NA	NA
Syntenic_Dup_0501	Sobic.004G031800	Zm00001d015174,Zm00001d015175	Zm00001d053994	Zm00008a020872,Zm00008a020873	Zm00008a018864	1.13699304347	NA	1.71111756679	NA
Syntenic_Dup_0502	Sobic.004G031900	Zm00001d015174,Zm00001d015175	NA	Zm00008a020872,Zm00008a020873	NA	11.7335372534	NA	11.7335372534	NA
Syntenic_Dup_0503	Sobic.004G036100	Zm00001d015216,Zm00001d015217,Zm00001d015220,Zm00001d015224	NA	Zm00008a020906,Zm00008a020910	NA	11.7236662801,11.7236662801,11.7236662801	NA	3.75711749291	NA
Syntenic_Dup_0504	Sobic.004G037200	Zm00001d015234,Zm00001d015239	Zm00001d053889	Zm00008a020916	Zm00008a018795	7.70412938369	NA	NA	NA
Syntenic_Dup_0505	Sobic.004G045300	Zm00001d015300	Zm00001d053865,Zm00001d053866,Zm00001d053867	Zm00008a020961	Zm00008a018763	NA	3.95086937838,11.7284474953	NA	NA
Syntenic_Dup_0506	Sobic.004G050100	Zm00001d015327	Zm00001d053834,Zm00001d053838	NA	Zm00008a018742	NA	11.719583159	NA	NA
Syntenic_Dup_0507	Sobic.004G050700	Zm00001d015331	Zm00001d053829,Zm00001d053830	Zm00008a020986	Zm00008a018734	NA	2.67112029149	NA	NA
Syntenic_Dup_0508	Sobic.004G054700	Zm00001d015367,Zm00001d015372	NA	Zm00008a021016,Zm00008a021018	NA	11.7400611856	NA	11.7400611856	NA
Syntenic_Dup_0509	Sobic.004G065100	Zm00001d015495,Zm00001d015499	NA	Zm00008a021110,Zm00008a021113	NA	11.722422016	NA	5.08193580255	NA
Syntenic_Dup_0510	Sobic.004G068600	Zm00001d015578,Zm00001d015579,Zm00001d015589,Zm00001d015592	NA	Zm00008a021163,Zm00008a021166,Zm00008a021171,Zm00008a021173	NA	11.7185604896,10.1204984178,10.9589837075	NA	11.7185604896,10.9589837075,4.59414762983	NA
Syntenic_Dup_0511	Sobic.004G068800	Zm00001d015578,Zm00001d015579,Zm00001d015589,Zm00001d015592	NA	Zm00008a021163,Zm00008a021166,Zm00008a021171,Zm00008a021173	NA	11.7287277387,10.6932850328,11.7287277387	NA	11.7287277387,11.7287277387,3.29974757534	NA
Syntenic_Dup_0512	Sobic.004G072400	Zm00001d015636,Zm00001d015637	NA	Zm00008a021202,Zm00008a021204	NA	4.01917986025	NA	11.7089455482	NA
Syntenic_Dup_0513	Sobic.004G072900	Zm00001d015636,Zm00001d015637	NA	Zm00008a021202,Zm00008a021204	NA	11.7824767004	NA	1.1135725857	NA
Syntenic_Dup_0514	Sobic.004G080000	Zm00001d015820,Zm00001d015821,Zm00001d015825	Zm00001d053662	Zm00008a021321,Zm00008a021323	Zm00008a018608	5.27958113931,4.15032830382	NA	5.27958113931	NA
Syntenic_Dup_0515	Sobic.004G078000	Zm00001d015856	Zm00001d053684,Zm00001d053685	Zm00008a021337	Zm00008a018622,Zm00008a018623	NA	11.7326835318	NA	6.00737239357
Syntenic_Dup_0516	Sobic.004G076100	Zm00001d015884	Zm00001d053695	Zm00008a021354,Zm00008a021359	Zm00008a018629	NA	NA	0.759833213119	NA
Syntenic_Dup_0517	Sobic.004G129900	Zm00001d015963,Zm00001d015964	NA	Zm00008a021403,Zm00008a021404	NA	0.553214568731	NA	1.15815370242	NA
Syntenic_Dup_0518	Sobic.004G127600	Zm00001d015975,Zm00001d015976	NA	Zm00008a021415	NA	11.713321628	NA	NA	NA
Syntenic_Dup_0519	Sobic.004G123400	Zm00001d016000	NA	Zm00008a021436,Zm00008a021437	NA	NA	NA	11.7465913261	NA
Syntenic_Dup_0520	Sobic.004G119900	Zm00001d016022,Zm00001d016024,Zm00001d016025,Zm00001d016027,Zm00001d016035	NA	Zm00008a021455,Zm00008a021456,Zm00008a021464,Zm00008a021476,Zm00008a021477,Zm00008a021479	NA	4.8508723041,11.7218938355,11.7218938355,11.7218938355	NA	1.07253836188,9.35395084462,7.78309367525,3.11320387035,5.16074661836	NA
Syntenic_Dup_0521	Sobic.004G114500	Zm00001d016103	Zm00001d053393	Zm00008a021519	Zm00008a018439,Zm00008a018440	NA	NA	NA	11.7249204759
Syntenic_Dup_0522	Sobic.004G114200	Zm00001d016104	NA	Zm00008a021520,Zm00008a021538,Zm00008a021539,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543,Zm00008a021546	NA	NA	NA	11.729964599,6.18685016283,6.18685016283,7.74273457966,7.17583676787,7.74273457966,4.787227057	NA
Syntenic_Dup_0523	Sobic.004G110400	Zm00001d016136,Zm00001d016137,Zm00001d016139,Zm00001d016140,Zm00001d016142,Zm00001d016143,Zm00001d016145	Zm00001d053433,Zm00001d053434,Zm00001d053435	Zm00008a021520,Zm00008a021538,Zm00008a021539,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543,Zm00008a021546	Zm00008a018464	11.7340581826,3.65654335303,4.52671955563,3.81745769328,4.99004272198,5.99574066233	11.7340581826,4.52671955563	11.7340581826,11.7340581826,3.65654335303,4.52671955563,3.81745769328,4.99004272198,5.99574066233	NA
Syntenic_Dup_0524	Sobic.004G110300	Zm00001d016136,Zm00001d016137,Zm00001d016139,Zm00001d016140,Zm00001d016142,Zm00001d016143,Zm00001d016145	Zm00001d053433,Zm00001d053434,Zm00001d053435	Zm00008a021520,Zm00008a021538,Zm00008a021539,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543,Zm00008a021546	Zm00008a018465,Zm00008a018466	11.7420369466,11.7420369466,4.00589333901,3.11177991045,4.00589333901,4.94649346038	8.45440249548,8.45440249548	5.10197931066,11.7420369466,11.7420369466,4.00589333901,3.11177991045,4.00589333901,4.94649346038	8.45440249548
Syntenic_Dup_0525	Sobic.004G110200	Zm00001d016136,Zm00001d016137,Zm00001d016139,Zm00001d016140,Zm00001d016142,Zm00001d016143,Zm00001d016145	NA	Zm00008a021520,Zm00008a021538,Zm00008a021539,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543,Zm00008a021546	NA	7.46995845569,11.7326201598,11.7326201598,5.01669100721,7.46995845569,7.46995845569	NA	7.46995845569,7.46995845569,11.7326201598,11.7326201598,5.01669100721,7.46995845569,7.46995845569	NA
Syntenic_Dup_0526	Sobic.004G109900	Zm00001d016136,Zm00001d016137,Zm00001d016139,Zm00001d016140,Zm00001d016142,Zm00001d016143,Zm00001d016145	NA	Zm00008a021520,Zm00008a021538,Zm00008a021539,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543,Zm00008a021546	NA	7.14541056404,4.70853520965,11.7311136326,11.7311136326,7.49016136903,6.44490414159	NA	7.49016136903,7.14541056404,4.70853520965,11.7311136326,11.7311136326,7.49016136903,6.44490414159	NA
Syntenic_Dup_0527	Sobic.004G109600	Zm00001d016136,Zm00001d016137,Zm00001d016139,Zm00001d016140,Zm00001d016142,Zm00001d016143,Zm00001d016145	NA	Zm00008a021520,Zm00008a021538,Zm00008a021539,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543,Zm00008a021546	NA	5.19899794412,3.6998242781,7.95118746881,11.7209793403,11.7209793403,5.86632915229	NA	6.6503165721,5.19899794412,3.6998242781,7.95118746881,11.7209793403,11.7209793403,5.86632915229	NA
Syntenic_Dup_0528	Sobic.004G109400	Zm00001d016136,Zm00001d016137,Zm00001d016139,Zm00001d016140,Zm00001d016142,Zm00001d016143,Zm00001d016145	NA	Zm00008a021520,Zm00008a021538,Zm00008a021539,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543,Zm00008a021546	NA	6.93309101216,4.43648796919,5.70993045379,4.62697838522,11.7119157226,11.7119157226	NA	6.93309101216,6.93309101216,4.43648796919,5.70993045379,4.62697838522,11.7119157226,11.7119157226	NA
Syntenic_Dup_0529	Sobic.004G107600	Zm00001d016158,Zm00001d016159	NA	NA	NA	11.7562912195	NA	NA	NA
Syntenic_Dup_0530	Sobic.004G105500	Zm00001d016180,Zm00001d016181	Zm00001d053552	Zm00008a021573	Zm00008a018517	4.40551301182	NA	NA	NA
Syntenic_Dup_0531	Sobic.004G106000	Zm00001d016177,Zm00001d016179,Zm00001d016182,Zm00001d016185	Zm00001d053554	Zm00008a021574	Zm00008a018519	11.7377130346,11.7377130346,5.33375060513	NA	NA	NA
Syntenic_Dup_0532	Sobic.004G104800	Zm00001d016197	NA	Zm00008a021582,Zm00008a021615	NA	NA	NA	11.7264967663	NA
Syntenic_Dup_0533	Sobic.004G103600	Zm00001d016203,Zm00001d016207	NA	Zm00008a021587	NA	0.0139736444275	NA	NA	NA
Syntenic_Dup_0534	Sobic.004G103400	Zm00001d016219,Zm00001d016220	NA	Zm00008a021598,Zm00008a021599	NA	5.02403488491	NA	11.7247649689	NA
Syntenic_Dup_0535	Sobic.004G102100	Zm00001d016242	NA	Zm00008a021582,Zm00008a021615	NA	NA	NA	11.7445813374	NA
Syntenic_Dup_0536	Sobic.004G100700	Zm00001d016260,Zm00001d016262	NA	Zm00008a021631,Zm00008a021635	NA	11.7288671964	NA	11.7288671964	NA
Syntenic_Dup_0537	Sobic.004G100500	Zm00001d016260,Zm00001d016262	NA	Zm00008a021631,Zm00008a021635	NA	11.7229222646	NA	11.7229222646	NA
Syntenic_Dup_0538	Sobic.004G097100	Zm00001d016306,Zm00001d016307	Zm00001d053562	Zm00008a021665,Zm00008a021666	Zm00008a018528	11.7297183258	NA	11.7297183258	NA
Syntenic_Dup_0539	Sobic.004G097000	Zm00001d016306,Zm00001d016307	Zm00001d053562	Zm00008a021665,Zm00008a021666	Zm00008a018528	11.7197183311	NA	11.7197183311	NA
Syntenic_Dup_0540	Sobic.004G089300	Zm00001d016395,Zm00001d016396	Zm00001d053603	Zm00008a021709,Zm00008a021711	Zm00008a018558	7.19119028466	NA	4.79144315367	NA
Syntenic_Dup_0541	Sobic.004G144500	Zm00001d016476,Zm00001d016477	NA	Zm00008a021779,Zm00008a021780	NA	0.835687782833	NA	3.64064966351	NA
Syntenic_Dup_0542	Sobic.004G154400	Zm00001d016561	Zm00001d050557	Zm00008a021839	Zm00008a016389,Zm00008a016390	NA	NA	NA	11.7309726371
Syntenic_Dup_0543	Sobic.004G154600	Zm00001d016564	NA	Zm00008a021840,Zm00008a021841	NA	NA	NA	11.7396223054	NA
Syntenic_Dup_0544	Sobic.004G155100	Zm00001d016566	NA	Zm00008a021842	Zm00008a016389,Zm00008a016390	NA	NA	NA	11.7602093674
Syntenic_Dup_0545	Sobic.004G155300	Zm00001d016567,Zm00001d016568	NA	Zm00008a021843,Zm00008a021844	NA	11.7184210632	NA	11.7184210632	NA
Syntenic_Dup_0546	Sobic.004G158600	Zm00001d016607,Zm00001d016613	NA	Zm00008a021874	NA	11.8159608583	NA	NA	NA
Syntenic_Dup_0547	Sobic.004G160950	Zm00001d016648,Zm00001d016649	NA	Zm00008a021891,Zm00008a021892	NA	11.7150611059	NA	11.7150611059	NA
Syntenic_Dup_0548	Sobic.004G162000	Zm00001d016660,Zm00001d016661	Zm00001d050635	Zm00008a021900	Zm00008a016409	0.130098575949	NA	NA	NA
Syntenic_Dup_0549	Sobic.004G169900	Zm00001d016719,Zm00001d016730	Zm00001d050689	NA	Zm00008a016442	11.7389762705	NA	NA	NA
Syntenic_Dup_0550	Sobic.004G169300	Zm00001d016719,Zm00001d016730	NA	Zm00008a021964	NA	11.8279309162	NA	NA	NA
Syntenic_Dup_0551	Sobic.004G167800	Zm00001d016738,Zm00001d016740,Zm00001d016741	NA	Zm00008a021949,Zm00008a021950,Zm00008a021951	NA	11.7261995035,11.7261995035	NA	11.7261995035,11.7261995035	NA
Syntenic_Dup_0552	Sobic.004G173400	Zm00001d016773,Zm00001d016777,Zm00001d016782	NA	Zm00008a021991	NA	0.0119324672058,11.871216518	NA	NA	NA
Syntenic_Dup_0553	Sobic.004G178400	Zm00001d016837	NA	Zm00008a022036,Zm00008a022040	NA	NA	NA	11.7236369906	NA
Syntenic_Dup_0554	Sobic.004G181400	Zm00001d016840	NA	Zm00008a022036,Zm00008a022040	NA	NA	NA	11.7265843274	NA
Syntenic_Dup_0555	Sobic.004G180900	Zm00001d016841,Zm00001d016842,Zm00001d016844	Zm00001d050793	NA	Zm00008a016500	1.18301421347,6.8110380465	NA	NA	NA
Syntenic_Dup_0556	Sobic.004G183100	Zm00001d016863	NA	Zm00008a022063,Zm00008a022078	NA	NA	NA	11.7334684687	NA
Syntenic_Dup_0557	Sobic.004G183900	Zm00001d016867,Zm00001d016868,Zm00001d016870,Zm00001d016871	NA	Zm00008a022070,Zm00008a022071,Zm00008a022073	NA	9.39619328813,2.76399548166,9.39619328813	NA	11.7180224893,9.07024119379	NA
Syntenic_Dup_0558	Sobic.004G184900	Zm00001d016878	NA	Zm00008a022063,Zm00008a022078	NA	NA	NA	11.7236086826	NA
Syntenic_Dup_0559	Sobic.004G185300	Zm00001d016882,Zm00001d016883	NA	NA	NA	11.8121284224	NA	NA	NA
Syntenic_Dup_0560	Sobic.004G185400	Zm00001d016882,Zm00001d016883	NA	NA	NA	11.8149565642	NA	NA	NA
Syntenic_Dup_0561	Sobic.004G185500	Zm00001d016884,Zm00001d016885	NA	Zm00008a022080	NA	11.8094568285	NA	NA	NA
Syntenic_Dup_0562	Sobic.004G186600	Zm00001d016896	NA	Zm00008a022089,Zm00008a022102	NA	NA	NA	2.82797925438	NA
Syntenic_Dup_0563	Sobic.004G187501	Zm00001d016899,Zm00001d016900	NA	Zm00008a022093	NA	11.8123289028	NA	NA	NA
Syntenic_Dup_0564	Sobic.004G188701	Zm00001d016919	Zm00001d050860	Zm00008a022108,Zm00008a022110	Zm00008a016546	NA	NA	10.0858017724	NA
Syntenic_Dup_0565	Sobic.004G188800	Zm00001d016922	NA	Zm00008a022108,Zm00008a022110	NA	NA	NA	11.7185226055	NA
Syntenic_Dup_0566	LOC_Os02g36730	Zm00001d016939,Zm00001d016940	NA	Zm00008a022124	NA	11.7433010962	NA	NA	NA
Syntenic_Dup_0567	Sobic.004G191500	Zm00001d016946,Zm00001d016947,Zm00001d016948,Zm00001d016949	NA	Zm00008a022130	NA	2.27190682499,1.1207724326,11.73883421	NA	NA	NA
Syntenic_Dup_0568	Sobic.004G195900	Zm00001d017021,Zm00001d017022	NA	Zm00008a022167	NA	5.9386369613	NA	NA	NA
Syntenic_Dup_0569	Sobic.004G196000	Zm00001d017021,Zm00001d017022	NA	Zm00008a022168	NA	10.9963236195	NA	NA	NA
Syntenic_Dup_0570	Sobic.004G196900	Zm00001d017031,Zm00001d017032,Zm00001d017033	NA	NA	NA	11.7274114562,8.49238466054	NA	NA	NA
Syntenic_Dup_0571	Sobic.004G197000	Zm00001d017031,Zm00001d017032,Zm00001d017033	NA	Zm00008a022175	NA	8.92515539321,8.92515539321	NA	NA	NA
Syntenic_Dup_0572	Sobic.004G198100	Zm00001d017043,Zm00001d017045	NA	Zm00008a022187,Zm00008a022189	NA	11.7198167724	NA	11.7198167724	NA
Syntenic_Dup_0573	Sobic.004G198200	Zm00001d017043,Zm00001d017045	NA	Zm00008a022187,Zm00008a022189	NA	11.7168830681	NA	11.7168830681	NA
Syntenic_Dup_0574	Sobic.004G198400	Zm00001d017047	Zm00001d050920,Zm00001d050921	Zm00008a022191	Zm00008a016591,Zm00008a016592	NA	1.39923292926	NA	0.495865719036
Syntenic_Dup_0575	Sobic.004G209600	Zm00001d017164,Zm00001d017165	NA	Zm00008a022278	NA	6.8810417255	NA	NA	NA
Syntenic_Dup_0576	Sobic.004G209700	Zm00001d017164,Zm00001d017165	NA	Zm00008a022279	NA	11.7695888446	NA	NA	NA
Syntenic_Dup_0577	Sobic.004G220400	Zm00001d017274,Zm00001d017275,Zm00001d017276,Zm00001d017279	Zm00001d051161,Zm00001d051163,Zm00001d051166	Zm00008a022367,Zm00008a022369,Zm00008a022370,Zm00008a022372	Zm00008a016750,Zm00008a016751,Zm00008a016754	10.4487617116,11.7124885469,1.41405462315	5.06564316317,11.7124885469	11.7124885469,11.7124885469,1.41405462315	11.7124885469,11.7124885469
Syntenic_Dup_0578	Sobic.004G221700	Zm00001d017285,Zm00001d017286	NA	NA	NA	11.7196248598	NA	NA	NA
Syntenic_Dup_0579	Sobic.004G224350	Zm00001d017325	Zm00001d051199,Zm00001d051200,Zm00001d051202	Zm00008a022403	Zm00008a016771,Zm00008a016773,Zm00008a016774,Zm00008a016775,Zm00008a016776	NA	4.81322797425,2.76568514455	NA	4.81322797425,1.00090178592,2.76568514455,1.55962290408
Syntenic_Dup_0580	Sobic.004G224400	Zm00001d017326,Zm00001d017329	NA	Zm00008a022404,Zm00008a022406	NA	11.7234438012	NA	11.7234438012	NA
Syntenic_Dup_0581	Sobic.004G224700	Zm00001d017333	Zm00001d051206	Zm00008a022409,Zm00008a022411	Zm00008a016779	NA	NA	0.688090881982	NA
Syntenic_Dup_0582	Sobic.004G224800	Zm00001d017334,Zm00001d017335	Zm00001d051207	Zm00008a022412	Zm00008a016785	0.8573747718	NA	NA	NA
Syntenic_Dup_0583	Sobic.004G224900	Zm00001d017338	Zm00001d051211	Zm00008a022413,Zm00008a022414,Zm00008a022416	Zm00008a016784	NA	NA	5.93062577866,5.93062577866	NA
Syntenic_Dup_0584	Sobic.004G225900	Zm00001d017353	Zm00001d051223,Zm00001d051225	Zm00008a022421	Zm00008a016789,Zm00008a016791	NA	11.7268416163	NA	11.7268416163
Syntenic_Dup_0585	Sobic.004G303400	Zm00001d017383,Zm00001d017385	Zm00001d051267,Zm00001d051269	Zm00008a022442,Zm00008a022444	Zm00008a016820	8.31138187371	11.7230868805	11.7230868805	NA
Syntenic_Dup_0586	Sobic.004G299600	Zm00001d017427,Zm00001d017429	NA	Zm00008a022482,Zm00008a022484	NA	11.7810240231	NA	11.7810240231	NA
Syntenic_Dup_0587	Sobic.004G297700	Zm00001d017456	Zm00001d051335,Zm00001d051336	Zm00008a022500	Zm00008a016872	NA	11.744823371	NA	NA
Syntenic_Dup_0588	Sobic.004G297500	Zm00001d017458,Zm00001d017459	NA	Zm00008a022502	NA	11.7647647356	NA	NA	NA
Syntenic_Dup_0589	Sobic.004G297400	Zm00001d017458,Zm00001d017459	NA	Zm00008a022503	NA	11.7368757614	NA	NA	NA
Syntenic_Dup_0590	Sobic.004G297200	Zm00001d017461	Zm00001d051338	Zm00008a022505,Zm00008a022506,Zm00008a022508,Zm00008a022520,Zm00008a022521,Zm00008a022525	Zm00008a016874	NA	NA	11.7625499055,3.4683747506,3.4683747506,1.45077984124,1.17650360968	NA
Syntenic_Dup_0591	Sobic.004G297100	Zm00001d017462,Zm00001d017466	NA	Zm00008a022505,Zm00008a022506,Zm00008a022508,Zm00008a022520,Zm00008a022521,Zm00008a022525	NA	11.7354266843	NA	11.7354266843,11.7354266843,7.02821194475,3.65511353765,2.78290083952	NA
