Orthogroup,B73,PH207
OG0010315,Zm00001d050255_T001_1,Zm00008a016109_C01_1
OG0008109,Zm00001d050256_T001_1,Zm00008a016110_C01_1
OG0005542,Zm00001d050258_T001_1,Zm00008a016112_C01_1
OG0000422,Zm00001d050265_T002_1,Zm00008a016115_C01_1
OG0000297,Zm00001d050259_T002_1,Zm00008a016113_C01_1
OG0003479,Zm00001d050269_T001_1,Zm00008a016118_C01_1
OG0008817,Zm00001d050266_T001_1,Zm00008a016117_C01_1
OG0001098,Zm00001d050267_T001_1,Zm00008a016116_C01_1
OG0020575,Zm00001d050275_T001_1,Zm00008a016122_C01_1
OG0001424,Zm00001d050283_T001_1,Zm00008a016126_C01_1
OG0013254,Zm00001d050277_T001_1,Zm00008a016124_C01_1
OG0004759,"Zm00001d050285_T001_1, Zm00001d032292_T001_1",Zm00008a016129_C01_1
OG0000004,"Zm00001d016538_T001_1, Zm00001d013988_T001_1","Zm00008a016136_C01_1, Zm00008a034517_C01_1"
OG0006528,Zm00001d050300_T002_1,Zm00008a016140_C01_1
OG0000198,Zm00001d050293_T009_1,"Zm00008a016138_C01_1, Zm00008a003862_C01_1"
OG0005176,Zm00001d050294_T001_1,Zm00008a016139_C01_1
OG0000497,Zm00001d050303_T001_1,Zm00008a016143_C01_1
OG0009462,Zm00001d050302_T001_1,Zm00008a016142_C01_1
OG0006548,Zm00001d050304_T002_1,Zm00008a016147_C01_1
OG0002834,Zm00001d050307_T001_1,Zm00008a016148_C01_1
OG0012599,Zm00001d050315_T001_1,Zm00008a016153_C01_1
OG0004671,Zm00001d050316_T035_1,Zm00008a016154_C01_1
OG0004897,Zm00001d050308_T001_1,Zm00008a016149_C01_1
OG0015142,Zm00001d050310_T001_1,Zm00008a016150_C01_1
OG0001744,Zm00001d050317_T001_1,Zm00008a016155_C01_1
OG0000272,Zm00001d050323_T001_1,Zm00008a016158_C01_1
OG0007357,Zm00001d050324_T001_1,Zm00008a016159_C01_1
OG0000049,"Zm00001d038347_T001_1, Zm00001d050327_T001_1","Zm00008a016161_C01_1, Zm00008a016526_C01_1"
OG0006631,Zm00001d050320_T001_1,Zm00008a016157_C01_1
OG0004396,Zm00001d050319_T001_1,Zm00008a016156_C01_1
OG0002656,Zm00001d050329_T003_1,Zm00008a016162_C01_1
OG0000519,Zm00001d050326_T001_1,Zm00008a016160_C01_1
OG0009479,Zm00001d050334_T001_1,Zm00008a016167_C01_1
OG0009479,Zm00001d050333_T001_1,Zm00008a016165_C01_1
OG0000000,Zm00001d052849_T001_1,Zm00008a016166_C01_1
OG0013350,Zm00001d050335_T001_1,Zm00008a016168_C01_1
OG0011191,Zm00001d050341_T001_1,Zm00008a016174_C01_1
OG0001863,Zm00001d050346_T001_1,Zm00008a016175_C01_1
OG0008313,Zm00001d050347_T002_1,Zm00008a016176_C01_1
OG0003191,"Zm00001d032257_T001_1, Zm00001d050339_T001_1","Zm00008a016171_C01_1, Zm00008a003820_C01_1"
OG0003674,Zm00001d050350_T001_1,Zm00008a016178_C01_1
OG0004237,Zm00001d050355_T001_1,Zm00008a016181_C01_1
OG0001973,Zm00001d050357_T006_1,Zm00008a016183_C01_1
OG0007764,Zm00001d050359_T001_1,Zm00008a016184_C01_1
OG0015160,Zm00001d050365_T006_1,Zm00008a016187_C01_1
OG0000435,"Zm00001d047930_T001_1, Zm00001d039504_T001_1","Zm00008a016188_C01_1, Zm00008a033418_C01_1"
OG0005800,Zm00001d050368_T001_1,Zm00008a016194_C01_1
OG0000140,Zm00001d050375_T001_1,Zm00008a016198_C01_1
OG0006059,Zm00001d050372_T001_1,Zm00008a016197_C01_1
OG0004385,Zm00001d044460_T001_1,Zm00008a016199_C01_1
OG0009222,Zm00001d050384_T001_1,Zm00008a016203_C01_1
OG0001328,Zm00001d050383_T001_1,Zm00008a016202_C01_1
OG0000867,"Zm00001d050388_T001_1, Zm00001d050386_T001_1",Zm00008a016207_C01_1
OG0002307,Zm00001d050389_T001_1,Zm00008a016209_C01_1
OG0005881,Zm00001d050394_T001_1,Zm00008a016211_C01_1
OG0010700,Zm00001d050393_T002_1,Zm00008a016210_C01_1
OG0008662,Zm00001d050400_T001_1,Zm00008a016214_C01_1
OG0006565,Zm00001d050403_T001_1,Zm00008a016216_C01_1
OG0015844,Zm00001d032190_T009_1,"Zm00008a016217_C01_1, Zm00008a003764_C01_1"
OG0001416,Zm00001d050401_T003_1,Zm00008a016215_C01_1
OG0005217,Zm00001d050409_T001_1,Zm00008a016222_C01_1
OG0003034,Zm00001d050410_T001_1,Zm00008a016223_C01_1
OG0012196,Zm00001d050412_T002_1,Zm00008a016225_C01_1
OG0001552,Zm00001d050417_T001_1,Zm00008a016227_C01_1
OG0008063,Zm00001d050422_T001_1,Zm00008a016230_C01_1
OG0009422,Zm00001d050428_T003_1,Zm00008a016232_C01_1
OG0008034,Zm00001d050434_T007_1,Zm00008a016237_C01_1
OG0000426,"Zm00001d011897_T001_1, Zm00001d028652_T001_1, Zm00001d050432_T001_1",Zm00008a016235_C01_1
OG0017316,Zm00001d050433_T001_1,Zm00008a016236_C01_1
OG0003649,Zm00001d050430_T003_1,Zm00008a016233_C01_1
OG0005869,Zm00001d050436_T001_1,Zm00008a016240_C01_1
OG0005700,Zm00001d008414_T001_1,Zm00008a016248_C01_1
OG0001100,Zm00001d050442_T001_1,Zm00008a016245_C01_1
OG0017619,Zm00001d050445_T001_1,Zm00008a016246_C01_1
OG0001131,Zm00001d050452_T001_1,Zm00008a016253_C01_1
OG0000426,Zm00001d050451_T001_1,"Zm00008a016252_C01_1, Zm00008a037143_C01_1"
OG0002770,Zm00001d050455_T001_1,Zm00008a016255_C01_1
OG0013527,Zm00001d050456_T001_1,Zm00008a016257_C01_1
OG0011471,Zm00001d050462_T001_1,Zm00008a016261_C01_1
OG0000332,Zm00001d041583_T002_1,"Zm00008a016262_C01_1, Zm00008a040216_C01_1"
OG0000051,Zm00001d050465_T001_1,Zm00008a016264_C01_1
OG0001976,Zm00001d050470_T001_1,Zm00008a016266_C01_1
OG0004123,Zm00001d050475_T001_1,Zm00008a016270_C01_1
OG0001607,Zm00001d037223_T003_1,Zm00008a016273_C01_1
OG0000221,Zm00001d050479_T001_1,Zm00008a016272_C01_1
OG0000915,Zm00001d050483_T002_1,Zm00008a016276_C01_1
OG0000442,Zm00001d050484_T001_1,Zm00008a016278_C01_1
OG0001930,Zm00001d050489_T001_1,Zm00008a016281_C01_1
OG0000463,Zm00001d050493_T001_1,Zm00008a016284_C01_1
OG0007513,Zm00001d050496_T001_1,Zm00008a016285_C01_1
OG0014634,Zm00001d021186_T001_1,"Zm00008a016288_C01_1, Zm00008a005051_C01_1"
OG0007581,Zm00001d050501_T001_1,Zm00008a016294_C01_1
OG0000004,Zm00001d050503_T001_1,Zm00008a016296_C01_1
OG0006964,Zm00001d050507_T001_1,Zm00008a016298_C01_1
OG0004000,Zm00001d050515_T001_1,"Zm00008a016305_C01_1, Zm00008a020344_C01_1"
OG0009047,Zm00001d050514_T001_1,Zm00008a016304_C01_1
OG0009302,Zm00001d050518_T002_1,Zm00008a016312_C01_1
OG0001429,Zm00001d050521_T001_1,Zm00008a016313_C01_1
OG0019556,Zm00001d009427_T001_1,"Zm00008a016317_C01_1, Zm00008a023941_C01_1"
OG0004426,Zm00001d050529_T001_1,Zm00008a016319_C01_1
OG0006836,Zm00001d050530_T001_1,Zm00008a016320_C01_1
OG0006372,Zm00001d050526_T008_1,Zm00008a016315_C01_1
OG0020602,"Zm00001d009363_T001_1, Zm00001d045004_T001_1",Zm00008a016314_C01_1
OG0007527,Zm00001d050534_T001_1,Zm00008a016324_C01_1
OG0003263,Zm00001d050606_T009_1,Zm00008a016327_C01_1
OG0013583,Zm00001d050609_T001_1,Zm00008a016325_C01_1
OG0006060,Zm00001d050600_T002_1,Zm00008a016335_C01_1
OG0008491,Zm00001d050603_T001_1,Zm00008a016332_C01_1
OG0002300,Zm00001d050604_T008_1,Zm00008a016328_C01_1
OG0007417,Zm00001d050593_T001_1,Zm00008a016341_C01_1
OG0001248,Zm00001d050588_T002_1,Zm00008a016342_C01_1
OG0001128,"Zm00001d050585_T001_1, Zm00001d053942_T001_1, Zm00001d053944_T001_1",Zm00008a016344_C01_1
OG0002334,Zm00001d050584_T033_1,Zm00008a016345_C01_1
OG0002504,Zm00001d050580_T001_1,Zm00008a016347_C01_1
OG0011218,Zm00001d050577_T001_1,Zm00008a016348_C01_1
OG0005027,Zm00001d050575_T001_1,Zm00008a016350_C01_1
OG0006202,"Zm00001d000449_T001_1, Zm00001d050574_T001_1",Zm00008a016351_C01_1
OG0000642,Zm00001d015968_T003_1,"Zm00008a016353_C01_1, Zm00008a021407_C01_1"
OG0002033,Zm00001d035159_T001_1,Zm00008a016356_C01_1
OG0003700,Zm00001d050583_T001_1,Zm00008a016346_C01_1
OG0009058,Zm00001d050628_T001_1,Zm00008a016357_C01_1
OG0000105,Zm00001d050625_T001_1,Zm00008a016361_C01_1
OG0000158,Zm00001d050559_T001_1,Zm00008a016360_C01_1
OG0000004,Zm00001d050627_T001_1,Zm00008a016359_C01_1
OG0006474,Zm00001d050615_T001_1,Zm00008a016365_C01_1
OG0004004,Zm00001d050616_T002_1,Zm00008a016364_C01_1
OG0000117,Zm00001d050614_T001_1,Zm00008a016366_C01_1
OG0003016,Zm00001d050610_T004_1,Zm00008a016372_C01_1
OG0002306,Zm00001d050611_T001_1,Zm00008a016371_C01_1
OG0003960,Zm00001d025585_T001_1,"Zm00008a016374_C01_1, Zm00008a001962_C01_1"
OG0000004,Zm00001d050541_T001_1,Zm00008a016377_C01_1
OG0000004,"Zm00001d012871_T001_1, Zm00001d007563_T001_1, Zm00001d017039_T001_1, Zm00001d018741_T001_1",Zm00008a016379_C01_1
OG0006251,Zm00001d051132_T001_1,Zm00008a016382_C01_1
OG0009056,Zm00001d050551_T007_1,"Zm00008a016383_C01_1, Zm00008a021830_C01_1"
OG0000793,Zm00001d050552_T001_1,Zm00008a016385_C01_1
OG0013038,Zm00001d050553_T001_1,Zm00008a016386_C01_1
OG0003618,Zm00001d050557_T001_1,Zm00008a016389_C01_1
OG0013403,Zm00001d050563_T001_1,Zm00008a016392_C01_1
OG0007184,Zm00001d050567_T001_1,Zm00008a016396_C01_1
OG0005069,Zm00001d050565_T001_1,Zm00008a016394_C01_1
OG0003967,Zm00001d050572_T001_1,Zm00008a016397_C01_1
OG0007745,Zm00001d050642_T001_1,Zm00008a016403_C01_1
OG0003506,Zm00001d050637_T002_1,Zm00008a016408_C01_1
OG0000170,Zm00001d050635_T001_1,Zm00008a016409_C01_1
OG0001199,Zm00001d050649_T001_1,Zm00008a016414_C01_1
OG0000476,Zm00001d000117_T001_1,Zm00008a016415_C01_1
OG0002221,Zm00001d050664_T002_1,Zm00008a016425_C01_1
OG0008177,Zm00001d050666_T001_1,Zm00008a016427_C01_1
OG0019536,Zm00001d034336_T003_1,"Zm00008a016429_C01_1, Zm00008a036830_C01_1, Zm00008a037150_C01_1, Zm00008a034271_C01_1"
OG0010351,Zm00001d050669_T002_1,Zm00008a016430_C01_1
OG0003449,Zm00001d050675_T001_1,Zm00008a016434_C01_1
OG0019473,"Zm00001d050682_T001_1, Zm00001d051488_T001_1, Zm00001d040087_T001_1, Zm00001d050684_T001_1",Zm00008a016438_C01_1
OG0000206,Zm00001d050676_T001_1,Zm00008a016435_C01_1
OG0010261,Zm00001d050678_T001_1,Zm00008a016436_C01_1
OG0004272,Zm00001d050694_T001_1,Zm00008a016446_C01_1
OG0015554,Zm00001d050698_T001_1,Zm00008a016450_C01_1
OG0013611,Zm00001d016756_T001_1,"Zm00008a016451_C01_1, Zm00008a021977_C01_1"
OG0004224,Zm00001d050705_T001_1,Zm00008a016455_C01_1
OG0012473,Zm00001d050715_T003_1,Zm00008a016458_C01_1
OG0012962,Zm00001d050714_T001_1,Zm00008a016457_C01_1
OG0004777,Zm00001d045970_T001_1,"Zm00008a016463_C01_1, Zm00008a038739_C01_1"
OG0018111,Zm00001d050717_T001_1,Zm00008a016460_C01_1
OG0001920,Zm00001d050726_T001_1,Zm00008a016468_C01_1
OG0005219,Zm00001d050730_T001_1,Zm00008a016469_C01_1
OG0016448,Zm00001d050735_T003_1,Zm00008a016470_C01_1
OG0002368,Zm00001d050737_T003_1,Zm00008a016471_C01_1
OG0010177,Zm00001d050741_T004_1,Zm00008a016472_C01_1
OG0001679,Zm00001d050747_T007_1,Zm00008a016474_C01_1
OG0009806,Zm00001d050748_T001_1,Zm00008a016475_C01_1
OG0003742,Zm00001d050753_T001_1,Zm00008a016476_C01_1
OG0002795,Zm00001d050755_T003_1,Zm00008a016477_C01_1
OG0002580,Zm00001d050768_T003_1,Zm00008a016482_C01_1
OG0000151,Zm00001d036455_T001_1,Zm00008a016486_C01_1
OG0008190,Zm00001d050775_T001_1,Zm00008a016487_C01_1
OG0002692,Zm00001d050781_T001_1,Zm00008a016492_C01_1
OG0003341,Zm00001d050787_T001_1,Zm00008a016496_C01_1
OG0010069,Zm00001d050790_T009_1,Zm00008a016497_C01_1
OG0009063,Zm00001d050785_T001_1,Zm00008a016494_C01_1
OG0003109,Zm00001d050793_T001_1,Zm00008a016500_C01_1
OG0001239,Zm00001d050798_T001_1,Zm00008a016503_C01_1
OG0000600,Zm00001d039837_T004_1,Zm00008a016506_C01_1
OG0002292,Zm00001d050805_T001_1,Zm00008a016505_C01_1
OG0010605,Zm00001d050810_T001_1,Zm00008a016510_C01_1
OG0014785,Zm00001d050811_T002_1,Zm00008a016511_C01_1
OG0019476,Zm00001d050813_T001_1,"Zm00008a016512_C01_1, Zm00008a016579_C01_1"
OG0000295,Zm00001d050816_T002_1,Zm00008a016515_C01_1
OG0004333,Zm00001d050815_T001_1,Zm00008a016514_C01_1
OG0014427,Zm00001d050827_T003_1,Zm00008a016524_C01_1
OG0005089,Zm00001d050823_T002_1,Zm00008a016519_C01_1
OG0012565,Zm00001d050834_T001_1,Zm00008a016530_C01_1
OG0013343,Zm00001d000102_T001_1,Zm00008a016531_C01_1
OG0003065,"Zm00001d016895_T001_1, Zm00001d050837_T001_1",Zm00008a016535_C01_1
OG0003502,Zm00001d000099_T003_1,Zm00008a016532_C01_1
OG0002005,Zm00001d050840_T001_1,Zm00008a016538_C01_1
OG0000885,Zm00001d050838_T001_1,Zm00008a016536_C01_1
OG0005820,Zm00001d050848_T001_1,Zm00008a016541_C01_1
OG0001938,Zm00001d050844_T006_1,Zm00008a016540_C01_1
OG0002358,Zm00001d050850_T001_1,Zm00008a016543_C01_1
OG0006702,Zm00001d050851_T009_1,Zm00008a016544_C01_1
OG0003554,Zm00001d050861_T001_1,Zm00008a016547_C01_1
OG0014758,Zm00001d050862_T001_1,Zm00008a016548_C01_1
OG0004788,Zm00001d050864_T001_1,Zm00008a016549_C01_1
OG0000034,Zm00001d050860_T001_1,Zm00008a016546_C01_1
OG0004624,Zm00001d050865_T001_1,Zm00008a016550_C01_1
OG0006201,Zm00001d050873_T001_1,Zm00008a016555_C01_1
OG0005193,Zm00001d050874_T001_1,Zm00008a016556_C01_1
OG0013472,Zm00001d050880_T001_1,Zm00008a016559_C01_1
OG0000759,Zm00001d050884_T004_1,Zm00008a016563_C01_1
OG0009955,Zm00001d050889_T001_1,Zm00008a016566_C01_1
OG0004173,Zm00001d050893_T001_1,Zm00008a016567_C01_1
OG0000867,Zm00001d050897_T002_1,Zm00008a016570_C01_1
OG0015122,Zm00001d050903_T001_1,Zm00008a016574_C01_1
OG0001731,Zm00001d050905_T001_1,Zm00008a016575_C01_1
OG0001458,Zm00001d050899_T001_1,Zm00008a016572_C01_1
OG0007574,Zm00001d050907_T001_1,Zm00008a016578_C01_1
OG0004746,Zm00001d050908_T001_1,Zm00008a016580_C01_1
OG0003803,Zm00001d050913_T001_1,"Zm00008a016583_C01_1, Zm00008a022158_C01_1"
OG0001007,Zm00001d050914_T001_1,Zm00008a016585_C01_1
OG0001463,"Zm00001d016993_T007_1, Zm00001d050910_T004_1",Zm00008a016581_C01_1
OG0012767,Zm00001d050918_T001_1,Zm00008a016590_C01_1
OG0000765,Zm00001d050917_T002_1,Zm00008a016589_C01_1
OG0000497,Zm00001d032117_T001_1,Zm00008a016588_C01_1
OG0020568,"Zm00001d041756_T001_1, Zm00001d025591_T001_1","Zm00008a016591_C01_1, Zm00008a038036_C01_1"
OG0003372,Zm00001d050920_T002_1,Zm00008a016592_C01_1
OG0006150,Zm00001d050923_T002_1,Zm00008a016595_C01_1
OG0009411,Zm00001d050925_T007_1,Zm00008a016597_C01_1
OG0005030,Zm00001d050929_T002_1,Zm00008a016600_C01_1
OG0003691,Zm00001d050935_T001_1,Zm00008a016601_C01_1
OG0012073,Zm00001d050938_T001_1,Zm00008a016602_C01_1
OG0012074,Zm00001d050942_T001_1,Zm00008a016603_C01_1
OG0003094,Zm00001d050943_T002_1,Zm00008a016604_C01_1
OG0001103,"Zm00001d046611_T001_1, Zm00001d000081_T001_1, Zm00001d015682_T001_1",Zm00008a016610_C01_1
OG0004097,Zm00001d050959_T001_1,Zm00008a016612_C01_1
OG0002276,Zm00001d050961_T001_1,Zm00008a016614_C01_1
OG0001164,Zm00001d050960_T001_1,Zm00008a016613_C01_1
OG0011977,Zm00001d050964_T001_1,Zm00008a016616_C01_1
OG0013448,Zm00001d050963_T001_1,Zm00008a016615_C01_1
OG0004012,Zm00001d050972_T005_1,Zm00008a016621_C01_1
OG0020668,"Zm00001d007875_T001_1, Zm00001d032845_T001_1","Zm00008a016623_C01_1, Zm00008a002596_C01_1"
OG0001823,Zm00001d050974_T001_1,Zm00008a016625_C01_1
OG0001500,Zm00001d050970_T003_1,Zm00008a016620_C01_1
OG0009876,Zm00001d050978_T001_1,Zm00008a016628_C01_1
OG0002979,Zm00001d050981_T001_1,Zm00008a016629_C01_1
OG0002198,Zm00001d050985_T002_1,Zm00008a016631_C01_1
OG0002328,Zm00001d050988_T001_1,Zm00008a016633_C01_1
OG0005156,Zm00001d050993_T001_1,Zm00008a016636_C01_1
OG0001585,"Zm00001d051001_T001_1, Zm00001d017121_T001_1",Zm00008a016640_C01_1
OG0001024,Zm00001d051014_T001_1,Zm00008a016643_C01_1
OG0008690,Zm00001d051016_T001_1,Zm00008a016645_C01_1
OG0006286,Zm00001d051015_T001_1,Zm00008a016644_C01_1
OG0011105,Zm00001d051017_T007_1,Zm00008a016646_C01_1
OG0003435,Zm00001d051018_T002_1,Zm00008a016647_C01_1
OG0002667,Zm00001d051020_T002_1,Zm00008a016648_C01_1
OG0005639,Zm00001d051021_T003_1,Zm00008a016652_C01_1
OG0005639,Zm00001d051033_T005_1,Zm00008a016649_C01_1
OG0005292,Zm00001d051025_T001_1,Zm00008a016650_C01_1
OG0004330,Zm00001d051039_T002_1,Zm00008a016654_C01_1
OG0002441,Zm00001d051041_T001_1,Zm00008a016655_C01_1
OG0003126,Zm00001d051043_T001_1,Zm00008a016656_C01_1
OG0002366,Zm00001d051047_T001_1,Zm00008a016659_C01_1
OG0000937,"Zm00001d029228_T001_1, Zm00001d029544_T001_1, Zm00001d051048_T001_1","Zm00008a016661_C01_1, Zm00008a001773_C01_1"
OG0008794,Zm00001d051044_T001_1,Zm00008a016657_C01_1
OG0000510,Zm00001d051052_T001_1,Zm00008a016662_C01_1
OG0010636,Zm00001d051053_T001_1,Zm00008a016664_C01_1
OG0001026,Zm00001d051056_T001_1,Zm00008a016668_C01_1
OG0001491,Zm00001d051067_T003_1,Zm00008a016679_C01_1
OG0002924,Zm00001d051069_T001_1,Zm00008a016680_C01_1
OG0001305,"Zm00001d028379_T002_1, Zm00001d043355_T001_1",Zm00008a016681_C01_1
OG0013020,Zm00001d051082_T001_1,Zm00008a016687_C01_1
OG0014333,Zm00001d051063_T001_1,Zm00008a016676_C01_1
OG0016380,Zm00001d051064_T001_1,Zm00008a016677_C01_1
OG0020534,Zm00001d051091_T001_1,"Zm00008a016700_C01_1, Zm00008a018335_C01_1, Zm00008a025377_C01_1"
OG0015868,Zm00001d051083_T001_1,Zm00008a016704_C01_1
OG0000001,Zm00001d051093_T001_1,Zm00008a016702_C01_1
OG0000570,"Zm00001d051088_T001_1, Zm00001d051094_T001_1",Zm00008a016698_C01_1
OG0006185,Zm00001d051081_T001_1,Zm00008a016686_C01_1
OG0000001,Zm00001d051085_T001_1,Zm00008a016692_C01_1
OG0000001,Zm00001d051099_T001_1,Zm00008a016707_C01_1
OG0001237,Zm00001d051105_T001_1,Zm00008a016712_C01_1
OG0000423,Zm00001d051110_T001_1,Zm00008a016714_C01_1
OG0000076,Zm00001d051109_T001_1,Zm00008a016713_C01_1
OG0003617,Zm00001d051117_T001_1,Zm00008a016720_C01_1
OG0004082,Zm00001d051119_T001_1,Zm00008a016722_C01_1
OG0003149,Zm00001d051121_T001_1,Zm00008a016724_C01_1
OG0015272,Zm00001d051120_T001_1,Zm00008a016723_C01_1
OG0000001,Zm00001d051125_T001_1,Zm00008a016726_C01_1
OG0007057,Zm00001d051126_T004_1,Zm00008a016727_C01_1
OG0010824,Zm00001d051127_T001_1,Zm00008a016728_C01_1
OG0009919,Zm00001d017258_T010_1,"Zm00008a016729_C01_1, Zm00008a022354_C01_1"
OG0000933,Zm00001d051130_T001_1,Zm00008a016730_C01_1
OG0000659,Zm00001d017261_T006_1,"Zm00008a016731_C01_1, Zm00008a022357_C01_1"
OG0012092,Zm00001d051136_T001_1,Zm00008a016732_C01_1
OG0005295,Zm00001d051138_T003_1,Zm00008a016733_C01_1
OG0001396,Zm00001d051139_T002_1,Zm00008a016734_C01_1
OG0000234,Zm00001d051143_T001_1,"Zm00008a016736_C01_1, Zm00008a022360_C01_1"
OG0005418,Zm00001d021339_T001_1,"Zm00008a016738_C01_1, Zm00008a034968_C01_1"
OG0001401,Zm00001d051149_T001_1,Zm00008a016740_C01_1
OG0011203,"Zm00001d031606_T001_1, Zm00001d017585_T001_1",Zm00008a016744_C01_1
OG0004533,Zm00001d051157_T001_1,Zm00008a016746_C01_1
OG0001089,Zm00001d007243_T001_1,Zm00008a016742_C01_1
OG0000194,Zm00001d051166_T001_1,Zm00008a016754_C01_1
OG0000194,Zm00001d051163_T002_1,Zm00008a016751_C01_1
OG0000257,Zm00001d051174_T002_1,Zm00008a016757_C01_1
OG0003968,Zm00001d051178_T001_1,Zm00008a016758_C01_1
OG0000577,Zm00001d051172_T001_1,Zm00008a016756_C01_1
OG0001114,Zm00001d051180_T005_1,Zm00008a016759_C01_1
OG0018756,Zm00001d051188_T001_1,Zm00008a016765_C01_1
OG0012693,Zm00001d051187_T009_1,Zm00008a016762_C01_1
OG0005200,Zm00001d051194_T001_1,Zm00008a016770_C01_1
OG0002193,Zm00001d051199_T001_1,Zm00008a016771_C01_1
OG0000349,Zm00001d051193_T004_1,Zm00008a016769_C01_1
OG0002193,Zm00001d051200_T001_1,Zm00008a016774_C01_1
OG0002193,Zm00001d051202_T001_1,Zm00008a016775_C01_1
OG0002574,Zm00001d051211_T004_1,Zm00008a016784_C01_1
OG0002887,Zm00001d051214_T001_1,Zm00008a016786_C01_1
OG0006042,Zm00001d051216_T001_1,Zm00008a016787_C01_1
OG0011328,Zm00001d051219_T001_1,Zm00008a016788_C01_1
OG0009969,Zm00001d017333_T002_1,"Zm00008a016779_C01_1, Zm00008a022409_C01_1"
OG0006314,"Zm00001d017334_T001_1, Zm00001d017335_T001_1",Zm00008a016785_C01_1
OG0003527,Zm00001d051223_T001_1,Zm00008a016789_C01_1
OG0000668,Zm00001d051225_T001_1,Zm00008a016791_C01_1
OG0009040,Zm00001d051227_T001_1,Zm00008a016793_C01_1
OG0009039,Zm00001d051229_T002_1,Zm00008a016794_C01_1
OG0011300,Zm00001d051234_T001_1,Zm00008a016802_C01_1
OG0003745,Zm00001d051235_T001_1,Zm00008a016803_C01_1
OG0004114,Zm00001d051239_T001_1,Zm00008a016804_C01_1
OG0003980,"Zm00001d017360_T013_1, Zm00001d051232_T009_1",Zm00008a016797_C01_1
OG0001032,Zm00001d051241_T001_1,Zm00008a016805_C01_1
OG0001288,Zm00001d051242_T002_1,Zm00008a016806_C01_1
OG0007111,Zm00001d051245_T001_1,Zm00008a016807_C01_1
OG0017000,Zm00001d051247_T001_1,Zm00008a016812_C01_1
OG0015751,Zm00001d051246_T001_1,Zm00008a016810_C01_1
OG0005138,Zm00001d051272_T001_1,Zm00008a016823_C01_1
OG0006873,Zm00001d051288_T001_1,Zm00008a016827_C01_1
OG0011993,"Zm00001d017392_T009_1, Zm00001d051291_T003_1","Zm00008a016828_C01_1, Zm00008a022452_C01_1"
OG0005379,Zm00001d017397_T001_1,Zm00008a016838_C01_1
OG0004262,Zm00001d051305_T001_1,Zm00008a016839_C01_1
OG0020693,"Zm00001d048797_T001_1, Zm00001d043064_T001_1, Zm00001d003726_T005_1",Zm00008a016836_C01_1
OG0002389,Zm00001d051309_T001_1,Zm00008a016845_C01_1
OG0002260,Zm00001d051267_T001_1,Zm00008a016848_C01_1
OG0002899,Zm00001d051306_T002_1,Zm00008a016840_C01_1
OG0001110,Zm00001d051308_T009_1,Zm00008a016842_C01_1
OG0002939,Zm00001d051307_T001_1,Zm00008a016841_C01_1
OG0003087,Zm00001d051262_T001_1,Zm00008a016849_C01_1
OG0007620,Zm00001d034260_T001_1,Zm00008a016851_C01_1
OG0000411,Zm00001d051316_T001_1,Zm00008a016855_C01_1
OG0006048,Zm00001d017424_T003_1,"Zm00008a016858_C01_1, Zm00008a022478_C01_1"
OG0009652,Zm00001d051320_T001_1,Zm00008a016857_C01_1
OG0013979,Zm00001d051313_T001_1,Zm00008a016853_C01_1
OG0000596,Zm00001d051314_T001_1,Zm00008a016854_C01_1
OG0006092,Zm00001d051324_T001_1,Zm00008a016861_C01_1
OG0008898,Zm00001d051329_T002_1,Zm00008a016866_C01_1
OG0007502,Zm00001d051333_T001_1,Zm00008a016868_C01_1
OG0001241,Zm00001d004890_T001_1,"Zm00008a016871_C01_1, Zm00008a008281_C01_1"
OG0006631,Zm00001d051334_T001_1,Zm00008a016869_C01_1
OG0009269,Zm00001d051339_T001_1,Zm00008a016875_C01_1
OG0005280,Zm00001d051337_T003_1,Zm00008a016873_C01_1
OG0012429,Zm00001d051338_T002_1,Zm00008a016874_C01_1
OG0000278,Zm00001d052863_T001_1,Zm00008a016876_C01_1
OG0002658,Zm00001d051343_T001_1,Zm00008a016877_C01_1
OG0004672,Zm00001d051345_T003_1,Zm00008a016879_C01_1
OG0012225,Zm00001d051344_T001_1,Zm00008a016878_C01_1
OG0006832,Zm00001d051350_T001_1,Zm00008a016882_C01_1
OG0002497,Zm00001d051362_T001_1,Zm00008a016887_C01_1
OG0013510,Zm00001d051361_T001_1,Zm00008a016886_C01_1
OG0005037,Zm00001d051360_T001_1,Zm00008a016885_C01_1
OG0002698,Zm00001d051359_T001_1,Zm00008a016884_C01_1
OG0012927,Zm00001d051366_T002_1,Zm00008a016890_C01_1
OG0003946,Zm00001d051367_T001_1,Zm00008a016891_C01_1
OG0005195,Zm00001d051370_T001_1,Zm00008a016893_C01_1
OG0005720,Zm00001d051371_T001_1,Zm00008a016894_C01_1
OG0015585,Zm00001d051376_T001_1,Zm00008a016897_C01_1
OG0014710,Zm00001d051380_T001_1,Zm00008a016899_C01_1
OG0002817,Zm00001d051383_T001_1,Zm00008a016901_C01_1
OG0005775,Zm00001d049465_T001_1,Zm00008a016903_C01_1
OG0000045,Zm00001d051384_T001_1,Zm00008a016902_C01_1
OG0001093,Zm00001d051388_T001_1,Zm00008a016906_C01_1
OG0015321,Zm00001d051389_T001_1,Zm00008a016907_C01_1
OG0003484,Zm00001d051387_T001_1,Zm00008a016905_C01_1
OG0001283,Zm00001d051392_T001_1,Zm00008a016908_C01_1
