Duplicate_ID	Anc_Gene	B1_Cluster	B2_Cluster	P1_Cluster	P2_Cluster	B1_Genes	B2_Genes	P1_Genes	P2_Genes
Syntenic_Dup_0704	Sobic.002G412600	Cluster_0692	NA	NA	NA	Zm00001d022471,Zm00001d022472	NA	Zm00008a029602	NA
Syntenic_Dup_0705	Sobic.002G416500	Cluster_0691	Cluster_0207	Cluster_1104	NA	Zm00001d022453,Zm00001d022456,Zm00001d022457,Zm00001d022458	Zm00001d007160,Zm00001d007161	Zm00008a029613,Zm00008a029614,Zm00008a029615,Zm00008a029618	Zm00008a009946
Syntenic_Dup_0706	Sobic.002G417201	Cluster_0690	Cluster_0208	Cluster_1105	Cluster_0388	Zm00001d022450,Zm00001d022451	Zm00001d007166,Zm00001d007167	Zm00008a029620,Zm00008a029621	Zm00008a009949,Zm00008a009951
Syntenic_Dup_0707	Sobic.002G417300	Cluster_0690	Cluster_0208	Cluster_1105	Cluster_0388	Zm00001d022450,Zm00001d022451	Zm00001d007166,Zm00001d007167	Zm00008a029620,Zm00008a029621	Zm00008a009949,Zm00008a009951
Syntenic_Dup_0708	Sobic.002G420800	Cluster_0689	NA	Cluster_1107	NA	Zm00001d022420,Zm00001d022421	Zm00001d007187	Zm00008a029653,Zm00008a029655	Zm00008a040233
Syntenic_Dup_0709	Sobic.002G421400	NA	NA	Cluster_1106	NA	Zm00001d022517	NA	Zm00008a029651,Zm00008a029656	NA
Syntenic_Dup_0710	Sobic.003G005600	Cluster_1286	NA	NA	NA	Zm00001d039280,Zm00001d039285	NA	Zm00008a010641	NA
Syntenic_Dup_0711	Sobic.003G006200	Cluster_1286	NA	NA	NA	Zm00001d039280,Zm00001d039285	Zm00001d009007	Zm00008a010647	Zm00008a030381
Syntenic_Dup_0712	Sobic.003G015000	Cluster_1287	NA	NA	NA	Zm00001d039345,Zm00001d039346	Zm00001d008957	Zm00008a010701	Zm00008a030342
Syntenic_Dup_0713	Sobic.003G018150	NA	NA	Cluster_0429	NA	Zm00001d039374	Zm00001d008914	Zm00008a010726,Zm00008a010727	Zm00008a030310
Syntenic_Dup_0714	Sobic.003G019300	NA	NA	Cluster_0428	NA	Zm00001d039368	NA	Zm00008a010710,Zm00008a010720	NA
Syntenic_Dup_0715	Sobic.003G019700	NA	Cluster_0267	NA	Cluster_1124	NA	Zm00001d008925,Zm00001d008927,Zm00001d008928,Zm00001d008929,Zm00001d008934	NA	Zm00008a030316,Zm00008a030319,Zm00008a030320,Zm00008a030321,Zm00008a030325
Syntenic_Dup_0716	Sobic.003G022600	Cluster_1289	NA	NA	NA	Zm00001d039392,Zm00001d039393	NA	Zm00008a010748	NA
Syntenic_Dup_0717	Sobic.003G023800	NA	Cluster_0266	NA	Cluster_1123	NA	Zm00001d008903,Zm00001d008905	NA	Zm00008a030297,Zm00008a030298
Syntenic_Dup_0718	Sobic.003G024000	NA	Cluster_0266	NA	Cluster_1123	NA	Zm00001d008903,Zm00001d008905	NA	Zm00008a030297,Zm00008a030298
Syntenic_Dup_0719	Sobic.003G028000	NA	NA	Cluster_0430	NA	Zm00001d039424	Zm00001d008872	Zm00008a010771,Zm00008a010772	Zm00008a030267
Syntenic_Dup_0720	Sobic.003G028500	Cluster_1290	NA	Cluster_0430	NA	Zm00001d039419,Zm00001d039420,Zm00001d039423	NA	Zm00008a010771,Zm00008a010772	NA
Syntenic_Dup_0721	Sobic.003G028800	Cluster_1290	NA	NA	NA	Zm00001d039419,Zm00001d039420,Zm00001d039423	NA	Zm00008a010769	NA
Syntenic_Dup_0722	Sobic.003G035900	Cluster_1291	NA	Cluster_0431	NA	Zm00001d039514,Zm00001d039517	NA	Zm00008a010840,Zm00008a010841	NA
Syntenic_Dup_0723	Sobic.003G039600	Cluster_1293	NA	NA	NA	Zm00001d039569,Zm00001d039571,Zm00001d039572,Zm00001d039573,Zm00001d039574	NA	Zm00008a010900	NA
Syntenic_Dup_0724	Sobic.003G042700	NA	Cluster_0264	NA	NA	Zm00001d039606	Zm00001d008769,Zm00001d008772	Zm00008a010920	Zm00008a030193
Syntenic_Dup_0725	Sobic.003G049800	NA	NA	Cluster_0435	NA	Zm00001d039664	Zm00001d008731	Zm00008a010969,Zm00008a010970	Zm00008a030167
Syntenic_Dup_0726	Sobic.003G051500	Cluster_1296	NA	NA	NA	Zm00001d039679,Zm00001d039680	NA	Zm00008a010980	NA
Syntenic_Dup_0727	Sobic.003G054400	Cluster_1298	NA	Cluster_0437	NA	Zm00001d039711,Zm00001d039712	NA	Zm00008a011007,Zm00008a011008	NA
Syntenic_Dup_0728	Sobic.003G054900	Cluster_1298	NA	Cluster_0437	NA	Zm00001d039711,Zm00001d039712	NA	Zm00008a011007,Zm00008a011008	NA
Syntenic_Dup_0729	Sobic.003G056100	Cluster_1299	NA	NA	NA	Zm00001d039729,Zm00001d039731	NA	Zm00008a011015	NA
Syntenic_Dup_0730	Sobic.003G059100	Cluster_1300	NA	Cluster_0438	NA	Zm00001d039749,Zm00001d039754	NA	Zm00008a011026,Zm00008a011029	NA
Syntenic_Dup_0731	Sobic.003G062400	NA	Cluster_0262	NA	NA	NA	Zm00001d008645,Zm00001d008646	NA	Zm00008a030118
Syntenic_Dup_0732	Sobic.003G062500	NA	Cluster_0262	NA	Cluster_1120	NA	Zm00001d008645,Zm00001d008646	NA	Zm00008a030116,Zm00008a030117
Syntenic_Dup_0733	Sobic.003G065300	NA	Cluster_0261	NA	NA	NA	Zm00001d008634,Zm00001d008635	NA	Zm00008a030110
Syntenic_Dup_0734	Sobic.003G065400	Cluster_1301	Cluster_0261	NA	NA	Zm00001d039795,Zm00001d039799	Zm00001d008634,Zm00001d008635	Zm00008a011058	Zm00008a030110
Syntenic_Dup_0735	Sobic.003G065900	Cluster_1302	NA	Cluster_0439	NA	Zm00001d039796,Zm00001d039802,Zm00001d039803,Zm00001d039805,Zm00001d039807,Zm00001d039817,Zm00001d039818	NA	Zm00008a011059,Zm00008a011060,Zm00008a011061,Zm00008a011062,Zm00008a011063,Zm00008a011064,Zm00008a011065,Zm00008a011066,Zm00008a011067,Zm00008a011068,Zm00008a011069,Zm00008a011078,Zm00008a011079,Zm00008a011080	NA
Syntenic_Dup_0736	Sobic.003G067600	Cluster_1303	NA	Cluster_0440	NA	Zm00001d039822,Zm00001d039824	NA	Zm00008a011082,Zm00008a011083	NA
Syntenic_Dup_0737	Sobic.003G069700	NA	Cluster_0260	NA	Cluster_1119	NA	Zm00001d008632,Zm00001d008633	NA	Zm00008a030107,Zm00008a030109
Syntenic_Dup_0738	Sobic.003G076500	NA	Cluster_0259	NA	Cluster_1118	Zm00001d039893	Zm00001d008601,Zm00001d008602	Zm00008a011128	Zm00008a030081,Zm00008a030082
Syntenic_Dup_0739	Sobic.003G076600	NA	Cluster_0259	NA	Cluster_1118	NA	Zm00001d008601,Zm00001d008602	NA	Zm00008a030081,Zm00008a030082
Syntenic_Dup_0740	Sobic.003G076800	Cluster_1305	NA	Cluster_0442	NA	Zm00001d039895,Zm00001d039898	NA	Zm00008a011129,Zm00008a011132	NA
Syntenic_Dup_0741	Sobic.003G079466	Cluster_1308	NA	NA	NA	Zm00001d039922,Zm00001d039924,Zm00001d039925,Zm00001d039927,Zm00001d039928,Zm00001d039929,Zm00001d039930	NA	Zm00008a011158	NA
Syntenic_Dup_0742	Sobic.003G080100	Cluster_1306	NA	Cluster_0443	Cluster_1117	Zm00001d039920,Zm00001d039926,Zm00001d039931	Zm00001d008586	Zm00008a011153,Zm00008a011156,Zm00008a011157,Zm00008a011159,Zm00008a011162	Zm00008a030065,Zm00008a030069
Syntenic_Dup_0743	Sobic.003G081200	Cluster_1308	NA	NA	NA	Zm00001d039922,Zm00001d039924,Zm00001d039925,Zm00001d039927,Zm00001d039928,Zm00001d039929,Zm00001d039930	NA	Zm00008a011160	NA
Syntenic_Dup_0744	Sobic.003G081800	Cluster_1309	NA	NA	NA	Zm00001d039932,Zm00001d039933,Zm00001d039936,Zm00001d039941,Zm00001d039942	NA	Zm00008a011163	NA
Syntenic_Dup_0745	Sobic.003G082300	Cluster_1309	NA	Cluster_0444	NA	Zm00001d039932,Zm00001d039933,Zm00001d039936,Zm00001d039941,Zm00001d039942	Zm00001d008577	Zm00008a011165,Zm00008a011166,Zm00008a011167,Zm00008a011168,Zm00008a011169,Zm00008a011170	Zm00008a030061
Syntenic_Dup_0746	Sobic.003G082700	Cluster_1310	NA	Cluster_0445	NA	Zm00001d039946,Zm00001d039958	NA	Zm00008a011173,Zm00008a011178	NA
Syntenic_Dup_0747	Sobic.003G082800	Cluster_1311	NA	Cluster_0446	NA	Zm00001d039947,Zm00001d039951,Zm00001d039952,Zm00001d039956	NA	Zm00008a011174,Zm00008a011176	NA
Syntenic_Dup_0748	Sobic.003G083000	Cluster_1310	NA	Cluster_0445	NA	Zm00001d039946,Zm00001d039958	NA	Zm00008a011173,Zm00008a011178	NA
Syntenic_Dup_0749	Sobic.003G083800	Cluster_1312	NA	Cluster_0447	NA	Zm00001d039969,Zm00001d039970	Zm00001d008568	Zm00008a011188,Zm00008a011189	Zm00008a030056
Syntenic_Dup_0750	Sobic.003G085700	NA	NA	NA	Cluster_1116	Zm00001d039991	Zm00001d008540	Zm00008a011214	Zm00008a030038,Zm00008a030039
Syntenic_Dup_0751	Sobic.003G085800	NA	NA	NA	Cluster_1116	Zm00001d039993	Zm00001d008539	Zm00008a011217	Zm00008a030038,Zm00008a030039
Syntenic_Dup_0752	Sobic.003G087100	NA	Cluster_0256	NA	NA	Zm00001d040011	Zm00001d008529,Zm00001d008530	Zm00008a011232	Zm00008a030033
Syntenic_Dup_0753	Sobic.003G087200	NA	Cluster_0256	NA	NA	NA	Zm00001d008529,Zm00001d008530	NA	Zm00008a030032
Syntenic_Dup_0754	Sobic.003G088400	Cluster_1313	NA	Cluster_0448	NA	Zm00001d040027,Zm00001d040028,Zm00001d040029	NA	Zm00008a011238,Zm00008a011239	NA
Syntenic_Dup_0755	Sobic.003G088800	Cluster_1314	NA	NA	NA	Zm00001d040034,Zm00001d040035	NA	Zm00008a011241	NA
Syntenic_Dup_0756	Sobic.003G088900	Cluster_1314	NA	NA	NA	Zm00001d040034,Zm00001d040035	NA	Zm00008a011241	NA
Syntenic_Dup_0757	Sobic.003G095100	Cluster_1315	Cluster_0255	Cluster_0449	NA	Zm00001d040059,Zm00001d040060,Zm00001d040064,Zm00001d040066,Zm00001d040067,Zm00001d040071,Zm00001d040075	Zm00001d008494,Zm00001d008495,Zm00001d008496	Zm00008a011258,Zm00008a011259,Zm00008a011261,Zm00008a011262,Zm00008a011264,Zm00008a011265,Zm00008a011266	Zm00008a029994
Syntenic_Dup_0758	Sobic.003G095500	Cluster_1315	Cluster_0255	Cluster_0449	NA	Zm00001d040059,Zm00001d040060,Zm00001d040064,Zm00001d040066,Zm00001d040067,Zm00001d040071,Zm00001d040075	Zm00001d008494,Zm00001d008495,Zm00001d008496	Zm00008a011258,Zm00008a011259,Zm00008a011261,Zm00008a011262,Zm00008a011264,Zm00008a011265,Zm00008a011266	Zm00008a029996
Syntenic_Dup_0759	Sobic.003G097100	NA	Cluster_0254	NA	Cluster_1114	Zm00001d040094	Zm00001d008457,Zm00001d008458,Zm00001d008460,Zm00001d008461,Zm00001d008462,Zm00001d008465,Zm00001d008466,Zm00001d008467,Zm00001d008468,Zm00001d008477,Zm00001d008478,Zm00001d008479,Zm00001d008485,Zm00001d008487,Zm00001d008488,Zm00001d008489	Zm00008a011281	Zm00008a029989,Zm00008a029990
Syntenic_Dup_0760	Sobic.003G098300	Cluster_1316	Cluster_0253	NA	NA	Zm00001d040110,Zm00001d040111	Zm00001d008450,Zm00001d008452,Zm00001d008453	NA	NA
Syntenic_Dup_0761	Sobic.003G098500	Cluster_1316	Cluster_0253	NA	NA	Zm00001d040110,Zm00001d040111	Zm00001d008450,Zm00001d008452,Zm00001d008453	NA	NA
Syntenic_Dup_0762	Sobic.003G099500	NA	NA	Cluster_0450	NA	NA	NA	Zm00008a011311,Zm00008a011312	NA
Syntenic_Dup_0763	Sobic.003G101500	NA	Cluster_0252	NA	Cluster_1113	NA	Zm00001d008412,Zm00001d008413	NA	Zm00008a029955,Zm00008a029956
Syntenic_Dup_0764	Sobic.003G102200	Cluster_1317	NA	Cluster_0451	NA	Zm00001d040148,Zm00001d040152	NA	Zm00008a011318,Zm00008a011321	NA
Syntenic_Dup_0765	Sobic.003G102300	Cluster_1317	NA	Cluster_0451	NA	Zm00001d040148,Zm00001d040152	NA	Zm00008a011318,Zm00008a011321	NA
Syntenic_Dup_0766	Sobic.003G103200	Cluster_1318	NA	NA	NA	Zm00001d040161,Zm00001d040162	NA	Zm00008a011330	NA
Syntenic_Dup_0767	Sobic.003G105600	NA	Cluster_0251	NA	NA	Zm00001d040189	Zm00001d008399,Zm00001d008403	Zm00008a011355	Zm00008a029943
Syntenic_Dup_0768	Sobic.003G105800	NA	Cluster_0251	NA	NA	NA	Zm00001d008399,Zm00001d008403	NA	NA
Syntenic_Dup_0769	Sobic.003G108200	Cluster_1319	NA	Cluster_0453	NA	Zm00001d040210,Zm00001d040211,Zm00001d040212	NA	Zm00008a011369,Zm00008a011370,Zm00008a011371	Zm00008a029932
Syntenic_Dup_0770	Sobic.003G111800	Cluster_1320	NA	Cluster_0454	NA	Zm00001d040247,Zm00001d040249	NA	Zm00008a011400,Zm00008a011403	NA
Syntenic_Dup_0771	Sobic.003G112100	Cluster_1320	NA	Cluster_0454	NA	Zm00001d040247,Zm00001d040249	NA	Zm00008a011400,Zm00008a011403	NA
Syntenic_Dup_0772	Sobic.003G112400	Cluster_1321	NA	Cluster_0455	NA	Zm00001d040252,Zm00001d040253	NA	Zm00008a011406,Zm00008a011407	NA
Syntenic_Dup_0773	Sobic.003G116800	NA	Cluster_0250	NA	Cluster_1112	NA	Zm00001d008331,Zm00001d008332	NA	Zm00008a029890,Zm00008a029891,Zm00008a029892
Syntenic_Dup_0774	Sobic.003G117700	Cluster_1323	Cluster_0249	Cluster_0456	Cluster_1111	Zm00001d040301,Zm00001d040302	Zm00001d008322,Zm00001d008323	Zm00008a011446,Zm00008a011447	Zm00008a029882,Zm00008a029883
Syntenic_Dup_0775	Sobic.003G117800	Cluster_1323	Cluster_0249	Cluster_0456	Cluster_1111	Zm00001d040301,Zm00001d040302	Zm00001d008322,Zm00001d008323	Zm00008a011446,Zm00008a011447	Zm00008a029882,Zm00008a029883
Syntenic_Dup_0776	Sobic.003G119400	NA	Cluster_0248	NA	NA	Zm00001d040314	Zm00001d008314,Zm00001d008318	Zm00008a011463	Zm00008a029874
Syntenic_Dup_0777	Sobic.003G120900	NA	Cluster_0247	NA	Cluster_1110	NA	Zm00001d008299,Zm00001d008300	NA	Zm00008a029867,Zm00008a029868
Syntenic_Dup_0778	Sobic.003G121000	NA	Cluster_0247	NA	Cluster_1110	Zm00001d040364	Zm00001d008299,Zm00001d008300	Zm00008a011506	Zm00008a029867,Zm00008a029868
Syntenic_Dup_0779	Sobic.003G127600	NA	Cluster_0246	NA	NA	Zm00001d040390	Zm00001d008260,Zm00001d008261	Zm00008a011530	Zm00008a029839
Syntenic_Dup_0780	Sobic.003G128900	Cluster_1324	NA	Cluster_0458	NA	Zm00001d040423,Zm00001d040426,Zm00001d040428	Zm00001d008251	Zm00008a011557,Zm00008a011558,Zm00008a011560	Zm00008a029832
Syntenic_Dup_0781	Sobic.003G138300	Cluster_1327	NA	NA	NA	Zm00001d040548,Zm00001d040549	Zm00001d008194	Zm00008a011637	NA
Syntenic_Dup_0782	Sobic.003G138900	NA	NA	NA	Cluster_1108	Zm00001d040555	Zm00001d008187	Zm00008a011642	Zm00008a029782,Zm00008a029783
Syntenic_Dup_0783	Sobic.003G140600	Cluster_1328	NA	Cluster_0461	NA	Zm00001d040578,Zm00001d040579,Zm00001d040581	Zm00001d008173	Zm00008a011656,Zm00008a011657,Zm00008a011658	Zm00008a029772
Syntenic_Dup_0784	Sobic.003G144700	NA	NA	NA	Cluster_1127	NA	Zm00001d009118	NA	Zm00008a030459,Zm00008a030460
Syntenic_Dup_0785	Sobic.003G144800	NA	NA	NA	Cluster_1127	Zm00001d040619	Zm00001d009116	Zm00008a011694	Zm00008a030459,Zm00008a030460
Syntenic_Dup_0786	Sobic.003G146300	NA	Cluster_0269	NA	NA	Zm00001d040634	Zm00001d009082,Zm00001d009083	Zm00008a011708	Zm00008a040363
Syntenic_Dup_0787	Sobic.003G147301	Cluster_1330	NA	Cluster_0463	NA	Zm00001d040638,Zm00001d040639	Zm00001d009106	Zm00008a011710,Zm00008a011712	Zm00008a030447
Syntenic_Dup_0788	Sobic.003G147401	Cluster_1330	NA	Cluster_0463	NA	Zm00001d040638,Zm00001d040639	NA	Zm00008a011710,Zm00008a011712	NA
Syntenic_Dup_0789	Sobic.003G148300	Cluster_1331	NA	NA	NA	Zm00001d040649,Zm00001d040650	NA	Zm00008a011717	NA
Syntenic_Dup_0790	Sobic.003G148400	Cluster_1331	NA	NA	NA	Zm00001d040649,Zm00001d040650	NA	Zm00008a011718	NA
Syntenic_Dup_0791	Sobic.003G149100	Cluster_1332	NA	Cluster_0464	NA	Zm00001d040659,Zm00001d040660	NA	Zm00008a011726,Zm00008a011729	NA
Syntenic_Dup_0792	Sobic.003G149200	Cluster_1332	NA	Cluster_0464	NA	Zm00001d040659,Zm00001d040660	NA	Zm00008a011726,Zm00008a011729	NA
Syntenic_Dup_0793	Sobic.003G151900	Cluster_1334	NA	Cluster_0466	NA	Zm00001d040702,Zm00001d040705	NA	Zm00008a011761,Zm00008a011765	NA
Syntenic_Dup_0794	Sobic.003G152000	Cluster_1334	NA	Cluster_0466	NA	Zm00001d040702,Zm00001d040705	NA	Zm00008a011761,Zm00008a011765	NA
Syntenic_Dup_0795	Sobic.003G152100	NA	Cluster_0271	NA	Cluster_1128	NA	Zm00001d009138,Zm00001d009140	NA	Zm00008a030474,Zm00008a030475
Syntenic_Dup_0796	Sobic.003G152200	NA	Cluster_0271	NA	Cluster_1128	NA	Zm00001d009138,Zm00001d009140	NA	Zm00008a030474,Zm00008a030475
Syntenic_Dup_0797	Sobic.003G153400	Cluster_1335	NA	Cluster_0467	NA	Zm00001d040730,Zm00001d040731,Zm00001d040733	NA	Zm00008a011783,Zm00008a011784	NA
Syntenic_Dup_0798	Sobic.003G153500	Cluster_1335	NA	NA	NA	Zm00001d040730,Zm00001d040731,Zm00001d040733	NA	Zm00008a039751	NA
Syntenic_Dup_0799	Sobic.003G153600	Cluster_1335	NA	Cluster_0467	NA	Zm00001d040730,Zm00001d040731,Zm00001d040733	NA	Zm00008a011783,Zm00008a011784	NA
Syntenic_Dup_0800	Sobic.003G158500	Cluster_1337	NA	NA	NA	Zm00001d040785,Zm00001d040786,Zm00001d040787	NA	NA	NA
Syntenic_Dup_0801	Sobic.003G162400	Cluster_1338	NA	Cluster_0470	NA	Zm00001d040818,Zm00001d040820	NA	Zm00008a011847,Zm00008a011849	NA
Syntenic_Dup_0802	Sobic.003G162500	Cluster_1338	NA	Cluster_0470	NA	Zm00001d040818,Zm00001d040820	NA	Zm00008a011847,Zm00008a011849	NA
Syntenic_Dup_0803	Sobic.003G163500	Cluster_1339	NA	Cluster_0471	NA	Zm00001d040836,Zm00001d040837	NA	Zm00008a011860,Zm00008a011861	NA
Syntenic_Dup_0804	Sobic.003G177800	Cluster_1455	NA	NA	NA	Zm00001d044586,Zm00001d044587,Zm00001d044588,Zm00001d044589,Zm00001d044590	NA	Zm00008a014730	NA
Syntenic_Dup_0805	Sobic.003G178500	Cluster_1454	NA	NA	NA	Zm00001d044579,Zm00001d044580	NA	Zm00008a014723	NA
Syntenic_Dup_0806	Sobic.003G179100	Cluster_1453	NA	Cluster_0569	NA	Zm00001d044570,Zm00001d044573	NA	Zm00008a014715,Zm00008a014717	NA
Syntenic_Dup_0807	Sobic.003G191500	Cluster_1439	NA	NA	NA	Zm00001d044231,Zm00001d044237	Zm00001d011185	Zm00008a014436	Zm00008a031967
Syntenic_Dup_0808	Sobic.003G196300	Cluster_1441	NA	Cluster_0556	NA	Zm00001d044281,Zm00001d044283	NA	Zm00008a014468,Zm00008a014469	NA
Syntenic_Dup_0809	Sobic.003G196900	Cluster_1442	NA	Cluster_0557	NA	Zm00001d044288,Zm00001d044289	NA	Zm00008a014472,Zm00008a014473	NA
Syntenic_Dup_0810	Sobic.003G197000	Cluster_1442	NA	Cluster_0557	NA	Zm00001d044288,Zm00001d044289	NA	Zm00008a014472,Zm00008a014473	NA
Syntenic_Dup_0811	Sobic.003G197600	NA	NA	Cluster_0558	NA	NA	NA	Zm00008a014478,Zm00008a014482,Zm00008a014483	NA
Syntenic_Dup_0812	Sobic.003G202700	NA	NA	Cluster_0559	NA	Zm00001d044331	NA	Zm00008a014518,Zm00008a014535	NA
Syntenic_Dup_0813	Sobic.003G203500	Cluster_1443	NA	Cluster_0560	NA	Zm00001d044339,Zm00001d044340	NA	Zm00008a014525,Zm00008a014526	NA
Syntenic_Dup_0814	Sobic.003G203600	Cluster_1443	NA	Cluster_0560	NA	Zm00001d044339,Zm00001d044340	Zm00001d011259	Zm00008a014525,Zm00008a014526	Zm00008a032027
Syntenic_Dup_0815	Sobic.003G204750	NA	Cluster_0317	Cluster_0561	NA	Zm00001d044356	Zm00001d011260,Zm00001d011262	Zm00008a014527,Zm00008a014537,Zm00008a014538	Zm00008a032028
Syntenic_Dup_0816	Sobic.003G206200	Cluster_1445	NA	NA	NA	Zm00001d044375,Zm00001d044376,Zm00001d044378	Zm00001d011270	NA	Zm00008a032032
Syntenic_Dup_0817	Sobic.003G207600	Cluster_1446	NA	Cluster_0563	NA	Zm00001d044385,Zm00001d044386	NA	Zm00008a014558,Zm00008a014561	NA
Syntenic_Dup_0818	Sobic.003G207800	Cluster_1446	NA	Cluster_0563	NA	Zm00001d044385,Zm00001d044386	Zm00001d011276	Zm00008a014558,Zm00008a014561	Zm00008a032036
Syntenic_Dup_0819	Sobic.003G207900	NA	NA	Cluster_0564	NA	Zm00001d044387	NA	Zm00008a014562,Zm00008a014563	NA
Syntenic_Dup_0820	Sobic.003G208000	NA	NA	Cluster_0564	NA	Zm00001d044387	NA	Zm00008a014562,Zm00008a014563	NA
Syntenic_Dup_0821	Sobic.003G209800	Cluster_1447	NA	Cluster_0565	NA	Zm00001d044396,Zm00001d044399,Zm00001d044401,Zm00001d044402	Zm00001d011285	Zm00008a014571,Zm00008a014572	Zm00008a032046
Syntenic_Dup_0822	Sobic.003G214600	Cluster_1449	NA	Cluster_0566	NA	Zm00001d044432,Zm00001d044433	Zm00001d011309	Zm00008a014597,Zm00008a014600	Zm00008a032059
Syntenic_Dup_0823	Sobic.003G215500	Cluster_1450	NA	NA	NA	Zm00001d044438,Zm00001d044439,Zm00001d044440	NA	Zm00008a014605	NA
Syntenic_Dup_0824	Sobic.003G215800	Cluster_1451	Cluster_0319	Cluster_0567	Cluster_1169	Zm00001d044442,Zm00001d044443	Zm00001d011315,Zm00001d011319	Zm00008a014607,Zm00008a014608	Zm00008a032063,Zm00008a032064
Syntenic_Dup_0825	Sobic.003G216300	Cluster_1451	Cluster_0319	Cluster_0567	Cluster_1169	Zm00001d044442,Zm00001d044443	Zm00001d011315,Zm00001d011319	Zm00008a014607,Zm00008a014608	Zm00008a032063,Zm00008a032064
Syntenic_Dup_0826	Sobic.003G218200	Cluster_1452	NA	Cluster_0568	NA	Zm00001d044457,Zm00001d044458	NA	Zm00008a014620,Zm00008a014621	NA
Syntenic_Dup_0827	Sobic.003G219700	NA	Cluster_0322	NA	NA	NA	Zm00001d011348,Zm00001d011349	NA	NA
Syntenic_Dup_0828	Sobic.003G219800	NA	Cluster_0322	NA	NA	Zm00001d044475	Zm00001d011348,Zm00001d011349	Zm00008a014634	Zm00008a032089
Syntenic_Dup_0829	Sobic.003G222600	Cluster_1438	NA	NA	NA	Zm00001d044203,Zm00001d044208	NA	Zm00008a014413	NA
Syntenic_Dup_0830	Sobic.003G226000	NA	NA	Cluster_0555	NA	Zm00001d044177	NA	Zm00008a014391,Zm00008a014392	NA
Syntenic_Dup_0831	Sobic.003G226100	NA	NA	Cluster_0555	NA	Zm00001d044176	Zm00001d011398	Zm00008a014391,Zm00008a014392	Zm00008a032120
Syntenic_Dup_0832	Sobic.003G227100	NA	NA	Cluster_0554	NA	Zm00001d044164	Zm00001d011411	Zm00008a014380,Zm00008a014381	Zm00008a032128
Syntenic_Dup_0833	Sobic.003G227900	NA	Cluster_0324	NA	Cluster_1171	NA	Zm00001d011417,Zm00001d011418,Zm00001d011419,Zm00001d011420,Zm00001d011422	NA	Zm00008a032130,Zm00008a032132,Zm00008a032134,Zm00008a032135
Syntenic_Dup_0834	Sobic.003G228000	NA	Cluster_0324	NA	Cluster_1171	NA	Zm00001d011417,Zm00001d011418,Zm00001d011419,Zm00001d011420,Zm00001d011422	NA	Zm00008a032130,Zm00008a032132,Zm00008a032134,Zm00008a032135
Syntenic_Dup_0835	Sobic.003G228100	Cluster_1437	NA	Cluster_0553	NA	Zm00001d044146,Zm00001d044147,Zm00001d044153,Zm00001d044154,Zm00001d044156,Zm00001d044157,Zm00001d044159	NA	Zm00008a014362,Zm00008a014364,Zm00008a014366,Zm00008a014368,Zm00008a014369,Zm00008a014370,Zm00008a014371,Zm00008a014374	NA
Syntenic_Dup_0836	Sobic.003G228200	Cluster_1437	NA	Cluster_0553	NA	Zm00001d044146,Zm00001d044147,Zm00001d044153,Zm00001d044154,Zm00001d044156,Zm00001d044157,Zm00001d044159	NA	Zm00008a014362,Zm00008a014364,Zm00008a014366,Zm00008a014368,Zm00008a014369,Zm00008a014370,Zm00008a014371,Zm00008a014374	NA
Syntenic_Dup_0837	Sobic.003G228300	Cluster_1437	NA	Cluster_0553	NA	Zm00001d044146,Zm00001d044147,Zm00001d044153,Zm00001d044154,Zm00001d044156,Zm00001d044157,Zm00001d044159	NA	Zm00008a014362,Zm00008a014364,Zm00008a014366,Zm00008a014368,Zm00008a014369,Zm00008a014370,Zm00008a014371,Zm00008a014374	NA
Syntenic_Dup_0838	Sobic.003G228500	NA	Cluster_0324	NA	Cluster_1171	NA	Zm00001d011417,Zm00001d011418,Zm00001d011419,Zm00001d011420,Zm00001d011422	NA	Zm00008a032130,Zm00008a032132,Zm00008a032134,Zm00008a032135
Syntenic_Dup_0839	Sobic.003G228600	Cluster_1437	NA	Cluster_0553	NA	Zm00001d044146,Zm00001d044147,Zm00001d044153,Zm00001d044154,Zm00001d044156,Zm00001d044157,Zm00001d044159	NA	Zm00008a014362,Zm00008a014364,Zm00008a014366,Zm00008a014368,Zm00008a014369,Zm00008a014370,Zm00008a014371,Zm00008a014374	NA
Syntenic_Dup_0840	Sobic.003G228700	NA	Cluster_0324	NA	Cluster_1171	NA	Zm00001d011417,Zm00001d011418,Zm00001d011419,Zm00001d011420,Zm00001d011422	NA	Zm00008a032130,Zm00008a032132,Zm00008a032134,Zm00008a032135
Syntenic_Dup_0841	Sobic.003G228900	Cluster_1437	Cluster_0324	Cluster_0553	Cluster_1171	Zm00001d044146,Zm00001d044147,Zm00001d044153,Zm00001d044154,Zm00001d044156,Zm00001d044157,Zm00001d044159	Zm00001d011417,Zm00001d011418,Zm00001d011419,Zm00001d011420,Zm00001d011422	Zm00008a014362,Zm00008a014364,Zm00008a014366,Zm00008a014368,Zm00008a014369,Zm00008a014370,Zm00008a014371,Zm00008a014374	Zm00008a032130,Zm00008a032132,Zm00008a032134,Zm00008a032135
