Cluster_ID	B_Cluster	P_Cluster	B_Genes	P_Genes
Nonsyntenic_Dup_0619	Cluster_0595	Cluster_1029	Zm00001d020112,Zm00001d020117	Zm00008a027751,Zm00008a027755
Nonsyntenic_Dup_0620	NA	Cluster_1030	Zm00001d020148	Zm00008a027780,Zm00008a027791,Zm00008a027802,Zm00008a027800
Nonsyntenic_Dup_0621	NA	Cluster_1030	Zm00001d020172	Zm00008a027780,Zm00008a027791,Zm00008a027802,Zm00008a027800
Nonsyntenic_Dup_0622	Cluster_0597	Cluster_1031	Zm00001d020183,Zm00001d020185	Zm00008a027803,Zm00008a027801
Nonsyntenic_Dup_0623	NA	Cluster_1031	Zm00001d020184	Zm00008a027803,Zm00008a027801
Nonsyntenic_Dup_0624	Cluster_0599	Cluster_1033	Zm00001d020260,Zm00001d020261	Zm00008a027855,Zm00008a027856,Zm00008a027857
Nonsyntenic_Dup_0625	Cluster_0600	Cluster_1038	Zm00001d020265,Zm00001d020266	Zm00008a027874,Zm00008a027877
Nonsyntenic_Dup_0626	Cluster_0601	NA	Zm00001d020282,Zm00001d020280,Zm00001d020281,Zm00001d020277,Zm00001d020279	Zm00008a027889
Nonsyntenic_Dup_0627	Cluster_0601	Cluster_1039	Zm00001d020282,Zm00001d020280,Zm00001d020281,Zm00001d020277,Zm00001d020279	Zm00008a027891,Zm00008a027890
Nonsyntenic_Dup_0628	Cluster_0602	Cluster_1040	Zm00001d020307,Zm00001d020306	Zm00008a027902,Zm00008a027903
Nonsyntenic_Dup_0629	Cluster_0603	NA	Zm00001d020350,Zm00001d020351	Zm00008a027939
Nonsyntenic_Dup_0630	Cluster_0604	Cluster_1041	Zm00001d020400,Zm00001d020401	Zm00008a027975,Zm00008a027974,Zm00008a027973
Nonsyntenic_Dup_0631	NA	Cluster_1041	Zm00001d020402	Zm00008a027975,Zm00008a027974,Zm00008a027973
Nonsyntenic_Dup_0632	Cluster_0605	NA	Zm00001d020405,Zm00001d020408	Zm00008a027980
Nonsyntenic_Dup_0633	Cluster_0606	NA	Zm00001d020483,Zm00001d020468,Zm00001d020475	Zm00008a028038
Nonsyntenic_Dup_0634	Cluster_0607	NA	Zm00001d020476,Zm00001d020472	Zm00008a028039
Nonsyntenic_Dup_0635	Cluster_0608	Cluster_1043	Zm00001d020484,Zm00001d020480	Zm00008a028046,Zm00008a028043
Nonsyntenic_Dup_0636	Cluster_0611	Cluster_1046	Zm00001d020501,Zm00001d020502	Zm00008a028070,Zm00008a028069
Nonsyntenic_Dup_0637	Cluster_0612	Cluster_1047	Zm00001d020504,Zm00001d020503	Zm00008a028072,Zm00008a028071
Nonsyntenic_Dup_0638	Cluster_0613	NA	Zm00001d020524,Zm00001d020521	Zm00008a028085
Nonsyntenic_Dup_0639	Cluster_0613	NA	Zm00001d020524,Zm00001d020521	Zm00008a028088
Nonsyntenic_Dup_0640	Cluster_0618	NA	Zm00001d020577,Zm00001d020575,Zm00001d020573,Zm00001d020574	Zm00008a028138
Nonsyntenic_Dup_0641	Cluster_0619	Cluster_1053	Zm00001d020584,Zm00001d020585	Zm00008a028145,Zm00008a028142
Nonsyntenic_Dup_0642	NA	Cluster_1055	Zm00001d020665	Zm00008a028204,Zm00008a028205
Nonsyntenic_Dup_0643	NA	Cluster_1055	Zm00001d020666	Zm00008a028204,Zm00008a028205
Nonsyntenic_Dup_0644	Cluster_0623	Cluster_1058	Zm00001d020727,Zm00001d020728	Zm00008a028275,Zm00008a028276
Nonsyntenic_Dup_0645	Cluster_0624	Cluster_1059	Zm00001d020736,Zm00001d020738,Zm00001d020737,Zm00001d020735,Zm00001d020732,Zm00001d020742,Zm00001d020741,Zm00001d020740,Zm00001d020744	Zm00008a028281,Zm00008a028293,Zm00008a028292,Zm00008a028291,Zm00008a028290,Zm00008a028295,Zm00008a028294,Zm00008a028288,Zm00008a028289
Nonsyntenic_Dup_0646	Cluster_0626	Cluster_1060	Zm00001d020752,Zm00001d020754,Zm00001d020750,Zm00001d020751	Zm00008a028299,Zm00008a028301,Zm00008a028300,Zm00008a028302
Nonsyntenic_Dup_0647	Cluster_0628	NA	Zm00001d020793,Zm00001d020794	Zm00008a028333
Nonsyntenic_Dup_0648	NA	Cluster_1061	Zm00001d020797	Zm00008a028334,Zm00008a028341
Nonsyntenic_Dup_0649	Cluster_0629	NA	Zm00001d020805,Zm00001d020804	Zm00008a028339
Nonsyntenic_Dup_0650	Cluster_0632	NA	Zm00001d020886,Zm00001d020887	Zm00008a028391
Nonsyntenic_Dup_0651	Cluster_0633	Cluster_1063	Zm00001d020958,Zm00001d020957,Zm00001d020961	Zm00008a028447,Zm00008a028444,Zm00008a028446,Zm00008a028445
Nonsyntenic_Dup_0652	NA	Cluster_1063	Zm00001d020960	Zm00008a028447,Zm00008a028444,Zm00008a028446,Zm00008a028445
Nonsyntenic_Dup_0653	Cluster_0633	NA	Zm00001d020958,Zm00001d020957,Zm00001d020961	Zm00008a028448
Nonsyntenic_Dup_0654	Cluster_0634	NA	Zm00001d020967,Zm00001d020968	Zm00008a028456
Nonsyntenic_Dup_0655	Cluster_0638	Cluster_1057	Zm00001d021094,Zm00001d021095,Zm00001d021093	Zm00008a028256,Zm00008a028255,Zm00008a028254
Nonsyntenic_Dup_0656	Cluster_0639	Cluster_1056	Zm00001d021103,Zm00001d021115,Zm00001d021117,Zm00001d021097,Zm00001d021099,Zm00001d021107	Zm00008a028242,Zm00008a028243,Zm00008a028246,Zm00008a028249,Zm00008a028253,Zm00008a028252,Zm00008a028250
Nonsyntenic_Dup_0657	Cluster_0639	Cluster_1066	Zm00001d021103,Zm00001d021115,Zm00001d021117,Zm00001d021097,Zm00001d021099,Zm00001d021107	Zm00008a028549,Zm00008a028548
Nonsyntenic_Dup_0658	Cluster_0640	Cluster_1067	Zm00001d021167,Zm00001d021168	Zm00008a028582,Zm00008a028583
Nonsyntenic_Dup_0659	Cluster_0642	NA	Zm00001d021214,Zm00001d021205,Zm00001d021207,Zm00001d021208	Zm00008a028606
Nonsyntenic_Dup_0660	Cluster_0642	NA	Zm00001d021214,Zm00001d021205,Zm00001d021207,Zm00001d021208	Zm00008a028607
Nonsyntenic_Dup_0661	Cluster_0643	Cluster_1068	Zm00001d021250,Zm00001d021251	Zm00008a028633,Zm00008a028634
Nonsyntenic_Dup_0662	Cluster_0643	NA	Zm00001d021250,Zm00001d021251	Zm00008a028635
Nonsyntenic_Dup_0663	Cluster_0645	NA	Zm00001d021321,Zm00001d021324,Zm00001d021329	Zm00008a028696
Nonsyntenic_Dup_0664	Cluster_0646	NA	Zm00001d021423,Zm00001d021424	Zm00008a028775
Nonsyntenic_Dup_0665	NA	Cluster_1071	Zm00001d021453	Zm00008a028809,Zm00008a028807
Nonsyntenic_Dup_0666	Cluster_0647	Cluster_1072	Zm00001d021454,Zm00001d021457,Zm00001d021459,Zm00001d021455,Zm00001d021456	Zm00008a028808,Zm00008a028811
Nonsyntenic_Dup_0667	Cluster_0648	NA	Zm00001d021485,Zm00001d021484	Zm00008a028836
Nonsyntenic_Dup_0668	Cluster_0650	Cluster_1074	Zm00001d021508,Zm00001d021511	Zm00008a028860,Zm00008a028862
Nonsyntenic_Dup_0669	Cluster_0651	NA	Zm00001d021571,Zm00001d021577,Zm00001d021576,Zm00001d021572	Zm00008a028918
Nonsyntenic_Dup_0670	Cluster_0651	Cluster_1076	Zm00001d021571,Zm00001d021577,Zm00001d021576,Zm00001d021572	Zm00008a028915,Zm00008a028916
Nonsyntenic_Dup_0671	Cluster_0653	Cluster_1077	Zm00001d021630,Zm00001d021632	Zm00008a028965,Zm00008a028966
Nonsyntenic_Dup_0672	Cluster_0655	Cluster_1079	Zm00001d021684,Zm00001d021698,Zm00001d021699,Zm00001d021693,Zm00001d021696,Zm00001d021692,Zm00001d021689,Zm00001d021688,Zm00001d021683,Zm00001d021682,Zm00001d021686	Zm00008a029026,Zm00008a029021,Zm00008a029013,Zm00008a029017,Zm00008a029015,Zm00008a029012,Zm00008a029008,Zm00008a029007,Zm00008a029006,Zm00008a029010
Nonsyntenic_Dup_0673	Cluster_0656	Cluster_1080	Zm00001d021690,Zm00001d021697,Zm00001d021695	Zm00008a029014,Zm00008a029025,Zm00008a029019
Nonsyntenic_Dup_0674	Cluster_0656	NA	Zm00001d021690,Zm00001d021697,Zm00001d021695	Zm00008a029024
Nonsyntenic_Dup_0675	Cluster_0657	Cluster_1081	Zm00001d021706,Zm00001d021707	Zm00008a029034,Zm00008a029033
Nonsyntenic_Dup_0676	NA	Cluster_1082	Zm00001d021724	Zm00008a029061,Zm00008a029049,Zm00008a029063
Nonsyntenic_Dup_0677	Cluster_0658	NA	Zm00001d021729,Zm00001d021726,Zm00001d021727,Zm00001d021737	Zm00008a029050
Nonsyntenic_Dup_0678	Cluster_0659	Cluster_1084	Zm00001d021736,Zm00001d021731,Zm00001d021732	Zm00008a029057,Zm00008a029054
Nonsyntenic_Dup_0679	Cluster_0660	Cluster_1085	Zm00001d021734,Zm00001d021733	Zm00008a029056,Zm00008a029055
Nonsyntenic_Dup_0680	Cluster_0658	Cluster_1083	Zm00001d021729,Zm00001d021726,Zm00001d021727,Zm00001d021737	Zm00008a029052,Zm00008a029059
Nonsyntenic_Dup_0681	Cluster_0661	Cluster_1082	Zm00001d021744,Zm00001d021740	Zm00008a029061,Zm00008a029049,Zm00008a029063
Nonsyntenic_Dup_0682	Cluster_0662	Cluster_1086	Zm00001d021752,Zm00001d021747,Zm00001d021753	Zm00008a029069,Zm00008a029068,Zm00008a029065
Nonsyntenic_Dup_0683	Cluster_0663	Cluster_1087	Zm00001d021757,Zm00001d021755	Zm00008a029071,Zm00008a029072
Nonsyntenic_Dup_0684	Cluster_0666	Cluster_1089	Zm00001d021868,Zm00001d021866	Zm00008a029146,Zm00008a029147,Zm00008a029150
Nonsyntenic_Dup_0685	Cluster_0665	NA	Zm00001d021864,Zm00001d021867	Zm00008a029149
Nonsyntenic_Dup_0686	Cluster_0668	Cluster_1091	Zm00001d021938,Zm00001d021936,Zm00001d021935,Zm00001d021942,Zm00001d021943	Zm00008a029199,Zm00008a029203,Zm00008a029202,Zm00008a029201,Zm00008a029200
Nonsyntenic_Dup_0687	Cluster_0671	NA	Zm00001d021991,Zm00001d021993	Zm00008a029242
Nonsyntenic_Dup_0688	Cluster_0670	Cluster_1092	Zm00001d021990,Zm00001d021992	Zm00008a029248,Zm00008a029241
Nonsyntenic_Dup_0689	Cluster_0672	Cluster_1093	Zm00001d022036,Zm00001d022035	Zm00008a029266,Zm00008a029264
Nonsyntenic_Dup_0690	Cluster_0673	NA	Zm00001d022053,Zm00001d022055,Zm00001d022057	Zm00008a029282
Nonsyntenic_Dup_0691	Cluster_0674	Cluster_1094	Zm00001d022082,Zm00001d022081	Zm00008a029300,Zm00008a029301
Nonsyntenic_Dup_0692	Cluster_0675	Cluster_1095	Zm00001d022089,Zm00001d022090	Zm00008a029306,Zm00008a029307
Nonsyntenic_Dup_0693	Cluster_0676	NA	Zm00001d022117,Zm00001d022120	Zm00008a029345
Nonsyntenic_Dup_0694	NA	Cluster_1099	Zm00001d022162	Zm00008a029363,Zm00008a029378
Nonsyntenic_Dup_0695	Cluster_0678	Cluster_1101	Zm00001d022193,Zm00001d022192	Zm00008a029404,Zm00008a029405
Nonsyntenic_Dup_0696	Cluster_0680	NA	Zm00001d022217,Zm00001d022222	Zm00008a029424
Nonsyntenic_Dup_0697	Cluster_0681	NA	Zm00001d022218,Zm00001d022223	Zm00008a029424
Nonsyntenic_Dup_0698	Cluster_0682	NA	Zm00001d022268,Zm00001d022269	Zm00008a039919
Nonsyntenic_Dup_0699	Cluster_0684	Cluster_1102	Zm00001d022279,Zm00001d022284,Zm00001d022280,Zm00001d022281,Zm00001d022282,Zm00001d022283,Zm00001d022290,Zm00001d022289	Zm00008a029480,Zm00008a029474,Zm00008a029475,Zm00008a029476,Zm00008a029477,Zm00008a029479
Nonsyntenic_Dup_0700	Cluster_0685	Cluster_1103	Zm00001d022326,Zm00001d022323,Zm00001d022317,Zm00001d022327,Zm00001d022320	Zm00008a029502,Zm00008a029504,Zm00008a029505,Zm00008a029499
Nonsyntenic_Dup_0701	Cluster_0686	NA	Zm00001d022343,Zm00001d022344,Zm00001d022346	Zm00008a029516
Nonsyntenic_Dup_0702	Cluster_0688	NA	Zm00001d022361,Zm00001d022357	Zm00008a029524
Nonsyntenic_Dup_0703	Cluster_0688	NA	Zm00001d022361,Zm00001d022357	Zm00008a029526
Nonsyntenic_Dup_0704	Cluster_0689	Cluster_1107	Zm00001d022420,Zm00001d022421	Zm00008a029653,Zm00008a029655
Nonsyntenic_Dup_0705	NA	Cluster_1106	Zm00001d022424	Zm00008a029651,Zm00008a029656
Nonsyntenic_Dup_0706	Cluster_0690	Cluster_1105	Zm00001d022450,Zm00001d022451	Zm00008a029621,Zm00008a029620
Nonsyntenic_Dup_0707	Cluster_0691	Cluster_1104	Zm00001d022458,Zm00001d022453,Zm00001d022457,Zm00001d022456	Zm00008a029618,Zm00008a029613,Zm00008a029615,Zm00008a029614
Nonsyntenic_Dup_0708	NA	Cluster_1107	Zm00001d022516	Zm00008a029653,Zm00008a029655
Nonsyntenic_Dup_0709	Cluster_0696	Cluster_1321	Zm00001d023210,Zm00001d023213	Zm00008a036275,Zm00008a036272
Nonsyntenic_Dup_0710	Cluster_0696	NA	Zm00001d023210,Zm00001d023213	Zm00008a036274
Nonsyntenic_Dup_0711	Cluster_0697	Cluster_1322	Zm00001d023215,Zm00001d023216	Zm00008a036278,Zm00008a036277
Nonsyntenic_Dup_0712	Cluster_0698	Cluster_1323	Zm00001d023225,Zm00001d023217	Zm00008a036279,Zm00008a036287
Nonsyntenic_Dup_0713	Cluster_0700	Cluster_1325	Zm00001d023247,Zm00001d023248	Zm00008a036309,Zm00008a036311
Nonsyntenic_Dup_0714	Cluster_0701	NA	Zm00001d023257,Zm00001d023254	Zm00008a036318
Nonsyntenic_Dup_0715	Cluster_0702	Cluster_1326	Zm00001d023265,Zm00001d023267	Zm00008a036336,Zm00008a036323,Zm00008a036333,Zm00008a036335
Nonsyntenic_Dup_0716	Cluster_0703	Cluster_1327	Zm00001d023287,Zm00001d023284,Zm00001d023282	Zm00008a036349,Zm00008a036347
Nonsyntenic_Dup_0717	Cluster_0704	NA	Zm00001d023286,Zm00001d023285,Zm00001d023289,Zm00001d023288	Zm00008a036350
Nonsyntenic_Dup_0718	Cluster_0705	NA	Zm00001d023304,Zm00001d023303	Zm00008a036361
Nonsyntenic_Dup_0719	Cluster_0706	NA	Zm00001d023313,Zm00001d023314	Zm00008a036372
Nonsyntenic_Dup_0720	NA	Cluster_1330	Zm00001d023316	Zm00008a036377,Zm00008a036375
Nonsyntenic_Dup_0721	Cluster_0707	Cluster_1331	Zm00001d023330,Zm00001d023329,Zm00001d023317,Zm00001d023318,Zm00001d023320,Zm00001d023321,Zm00001d023322,Zm00001d023323,Zm00001d023325,Zm00001d023326,Zm00001d023327	Zm00008a036380,Zm00008a036379,Zm00008a036376,Zm00008a036378,Zm00008a036383
Nonsyntenic_Dup_0722	Cluster_0708	NA	Zm00001d023337,Zm00001d023339	Zm00008a036393
Nonsyntenic_Dup_0723	Cluster_0709	NA	Zm00001d023343,Zm00001d023345	Zm00008a036396
Nonsyntenic_Dup_0724	Cluster_0710	NA	Zm00001d023349,Zm00001d023347	Zm00008a036397
Nonsyntenic_Dup_0725	Cluster_0711	Cluster_1334	Zm00001d023353,Zm00001d023365,Zm00001d023360	Zm00008a036400,Zm00008a036402,Zm00008a036399,Zm00008a036401,Zm00008a036405,Zm00008a036404,Zm00008a036406
Nonsyntenic_Dup_0726	Cluster_0712	Cluster_1335	Zm00001d023384,Zm00001d023385	Zm00008a036421,Zm00008a036420
Nonsyntenic_Dup_0727	Cluster_0713	NA	Zm00001d023399,Zm00001d023398,Zm00001d023418,Zm00001d023417	Zm00008a036441
Nonsyntenic_Dup_0728	Cluster_0713	Cluster_1336	Zm00001d023399,Zm00001d023398,Zm00001d023418,Zm00001d023417	Zm00008a036440,Zm00008a036427,Zm00008a036426
Nonsyntenic_Dup_0729	Cluster_0714	Cluster_1337	Zm00001d023400,Zm00001d023413	Zm00008a036439,Zm00008a036432
Nonsyntenic_Dup_0730	Cluster_0716	Cluster_1338	Zm00001d023402,Zm00001d023411	Zm00008a036433,Zm00008a036438
Nonsyntenic_Dup_0731	Cluster_0717	Cluster_1339	Zm00001d023404,Zm00001d023410	Zm00008a036434,Zm00008a036437
Nonsyntenic_Dup_0732	Cluster_0718	Cluster_1340	Zm00001d023409,Zm00001d023405	Zm00008a036435,Zm00008a036436
Nonsyntenic_Dup_0733	NA	Cluster_1341	Zm00001d023451	Zm00008a036469,Zm00008a036458
Nonsyntenic_Dup_0734	Cluster_0720	Cluster_1342	Zm00001d023472,Zm00001d023469	Zm00008a036484,Zm00008a036486
Nonsyntenic_Dup_0735	Cluster_0723	Cluster_1343	Zm00001d023494,Zm00001d023492	Zm00008a036492,Zm00008a036493
Nonsyntenic_Dup_0736	Cluster_0724	Cluster_1344	Zm00001d023498,Zm00001d023499	Zm00008a036498,Zm00008a036497
Nonsyntenic_Dup_0737	Cluster_0725	Cluster_1345	Zm00001d023504,Zm00001d023506	Zm00008a036501,Zm00008a036502
Nonsyntenic_Dup_0738	NA	Cluster_1347	Zm00001d023511	Zm00008a036507,Zm00008a036514
Nonsyntenic_Dup_0739	NA	Cluster_1347	Zm00001d023524	Zm00008a036507,Zm00008a036514
Nonsyntenic_Dup_0740	NA	Cluster_1347	Zm00001d023525	Zm00008a036507,Zm00008a036514
Nonsyntenic_Dup_0741	NA	Cluster_1348	Zm00001d023540	Zm00008a036531,Zm00008a036532
Nonsyntenic_Dup_0742	Cluster_0726	Cluster_1348	Zm00001d023539,Zm00001d023541	Zm00008a036531,Zm00008a036532
Nonsyntenic_Dup_0743	Cluster_0727	NA	Zm00001d023548,Zm00001d023554	Zm00008a036541
Nonsyntenic_Dup_0744	Cluster_0727	Cluster_1349	Zm00001d023548,Zm00001d023554	Zm00008a036539,Zm00008a036545
Nonsyntenic_Dup_0745	Cluster_0728	Cluster_1350	Zm00001d023569,Zm00001d023570,Zm00001d023575	Zm00008a036556,Zm00008a036558
Nonsyntenic_Dup_0746	NA	Cluster_1351	Zm00001d023587	Zm00008a036571,Zm00008a036587
Nonsyntenic_Dup_0747	Cluster_0729	Cluster_1352	Zm00001d023603,Zm00001d023596,Zm00001d023593,Zm00001d023592	Zm00008a036575,Zm00008a036573,Zm00008a036578,Zm00008a036583
Nonsyntenic_Dup_0748	NA	Cluster_1351	Zm00001d023608	Zm00008a036571,Zm00008a036587
Nonsyntenic_Dup_0749	Cluster_0730	NA	Zm00001d023615,Zm00001d023616	Zm00008a036588
Nonsyntenic_Dup_0750	NA	Cluster_1353	Zm00001d023632	Zm00008a036602,Zm00008a036592
Nonsyntenic_Dup_0751	NA	Cluster_1354	Zm00001d023669	Zm00008a036626,Zm00008a036627
Nonsyntenic_Dup_0752	Cluster_0731	Cluster_1355	Zm00001d023677,Zm00001d023673	Zm00008a036633,Zm00008a036631
Nonsyntenic_Dup_0753	Cluster_0732	Cluster_1356	Zm00001d023695,Zm00001d023698	Zm00008a036650,Zm00008a036652
Nonsyntenic_Dup_0754	Cluster_0733	Cluster_1357	Zm00001d023721,Zm00001d023722,Zm00001d023723,Zm00001d023728	Zm00008a036673,Zm00008a036667,Zm00008a036670
Nonsyntenic_Dup_0755	Cluster_0733	NA	Zm00001d023721,Zm00001d023722,Zm00001d023723,Zm00001d023728	Zm00008a036669
Nonsyntenic_Dup_0756	Cluster_0734	Cluster_1358	Zm00001d023768,Zm00001d023769	Zm00008a036702,Zm00008a036703
Nonsyntenic_Dup_0757	NA	Cluster_1359	Zm00001d023836	Zm00008a036757,Zm00008a036773
Nonsyntenic_Dup_0758	Cluster_0736	Cluster_1360	Zm00001d023870,Zm00001d023872,Zm00001d023873,Zm00001d023869	Zm00008a036782,Zm00008a036778,Zm00008a036781,Zm00008a036779
Nonsyntenic_Dup_0759	Cluster_0738	Cluster_1361	Zm00001d023905,Zm00001d023903,Zm00001d023906	Zm00008a036803,Zm00008a036805
Nonsyntenic_Dup_0760	NA	Cluster_1361	Zm00001d023907	Zm00008a036803,Zm00008a036805
Nonsyntenic_Dup_0761	Cluster_0739	NA	Zm00001d023908,Zm00001d023904	Zm00008a036806
Nonsyntenic_Dup_0762	NA	Cluster_1363	Zm00001d024000	Zm00008a036863,Zm00008a036866
Nonsyntenic_Dup_0763	Cluster_0741	Cluster_1364	Zm00001d024017,Zm00001d024018	Zm00008a036884,Zm00008a036882
Nonsyntenic_Dup_0764	Cluster_0741	NA	Zm00001d024017,Zm00001d024018	Zm00008a036886
Nonsyntenic_Dup_0765	NA	Cluster_1365	Zm00001d024157	Zm00008a036968,Zm00008a036973
Nonsyntenic_Dup_0766	NA	Cluster_1365	Zm00001d024164	Zm00008a036968,Zm00008a036973
Nonsyntenic_Dup_0767	Cluster_0742	Cluster_1366	Zm00001d024207,Zm00001d024208,Zm00001d024211,Zm00001d024210	Zm00008a037011,Zm00008a037013,Zm00008a037016,Zm00008a037029,Zm00008a037010
Nonsyntenic_Dup_0768	NA	Cluster_1366	Zm00001d024234	Zm00008a037011,Zm00008a037013,Zm00008a037016,Zm00008a037029,Zm00008a037010
Nonsyntenic_Dup_0769	Cluster_0743	Cluster_1368	Zm00001d024265,Zm00001d024252	Zm00008a037062,Zm00008a037070
Nonsyntenic_Dup_0770	Cluster_0746	Cluster_1371	Zm00001d024379,Zm00001d024392,Zm00001d024386,Zm00001d024382,Zm00001d024378	Zm00008a037152,Zm00008a037154,Zm00008a037149,Zm00008a037148
Nonsyntenic_Dup_0771	NA	Cluster_1372	Zm00001d024397	Zm00008a037162,Zm00008a037163
Nonsyntenic_Dup_0772	Cluster_0748	NA	Zm00001d024479,Zm00001d024478,Zm00001d024477,Zm00001d024481,Zm00001d024486	Zm00008a037210
Nonsyntenic_Dup_0773	Cluster_0750	NA	Zm00001d024565,Zm00001d024562,Zm00001d024558,Zm00001d024554,Zm00001d024559	Zm00008a037279
Nonsyntenic_Dup_0774	Cluster_0751	NA	Zm00001d024595,Zm00001d024594	Zm00008a037300
Nonsyntenic_Dup_0775	Cluster_0753	NA	Zm00001d024620,Zm00001d024615,Zm00001d024617,Zm00001d024619	Zm00008a037323
Nonsyntenic_Dup_0776	Cluster_0754	NA	Zm00001d024628,Zm00001d024627	Zm00008a037328
Nonsyntenic_Dup_0777	Cluster_0755	Cluster_1373	Zm00001d024653,Zm00001d024651,Zm00001d024657	Zm00008a037345,Zm00008a037341,Zm00008a037343
Nonsyntenic_Dup_0778	Cluster_0756	Cluster_1374	Zm00001d024665,Zm00001d024664	Zm00008a037348,Zm00008a037347
Nonsyntenic_Dup_0779	Cluster_0757	NA	Zm00001d024669,Zm00001d024667	Zm00008a037354
Nonsyntenic_Dup_0780	Cluster_0758	NA	Zm00001d024693,Zm00001d024695,Zm00001d024694,Zm00001d024697	Zm00008a037374
Nonsyntenic_Dup_0781	Cluster_0758	Cluster_1375	Zm00001d024693,Zm00001d024695,Zm00001d024694,Zm00001d024697	Zm00008a037375,Zm00008a037376,Zm00008a037377
Nonsyntenic_Dup_0782	Cluster_0759	Cluster_1376	Zm00001d024726,Zm00001d024725	Zm00008a037406,Zm00008a037407
Nonsyntenic_Dup_0783	Cluster_0760	Cluster_1377	Zm00001d024740,Zm00001d024734,Zm00001d024735,Zm00001d024738	Zm00008a037415,Zm00008a037412,Zm00008a037416,Zm00008a037411,Zm00008a037428,Zm00008a037426,Zm00008a037429,Zm00008a037430
Nonsyntenic_Dup_0784	Cluster_0761	NA	Zm00001d024750,Zm00001d024751,Zm00001d024753,Zm00001d024745,Zm00001d024749,Zm00001d024752	Zm00008a037427
Nonsyntenic_Dup_0785	Cluster_0761	Cluster_1377	Zm00001d024750,Zm00001d024751,Zm00001d024753,Zm00001d024745,Zm00001d024749,Zm00001d024752	Zm00008a037415,Zm00008a037412,Zm00008a037416,Zm00008a037411,Zm00008a037428,Zm00008a037426,Zm00008a037429,Zm00008a037430
Nonsyntenic_Dup_0786	Cluster_0762	Cluster_1378	Zm00001d024760,Zm00001d024761,Zm00001d024759	Zm00008a037439,Zm00008a037438,Zm00008a037437
Nonsyntenic_Dup_0787	Cluster_0763	Cluster_1379	Zm00001d024770,Zm00001d024771	Zm00008a037451,Zm00008a037450
Nonsyntenic_Dup_0788	Cluster_0765	Cluster_1381	Zm00001d024809,Zm00001d024810,Zm00001d024814	Zm00008a037478,Zm00008a037480
Nonsyntenic_Dup_0789	Cluster_0766	Cluster_1382	Zm00001d024843,Zm00001d024853,Zm00001d024852,Zm00001d024851,Zm00001d024850	Zm00008a037498,Zm00008a037502,Zm00008a037501,Zm00008a037500
Nonsyntenic_Dup_0790	Cluster_0767	Cluster_1383	Zm00001d024871,Zm00001d024867	Zm00008a037512,Zm00008a037514
Nonsyntenic_Dup_0791	Cluster_0769	Cluster_1384	Zm00001d024907,Zm00001d024906	Zm00008a037536,Zm00008a037535
Nonsyntenic_Dup_0792	NA	Cluster_1385	Zm00001d024924	Zm00008a037550,Zm00008a037546,Zm00008a037548
Nonsyntenic_Dup_0793	NA	Cluster_1387	Zm00001d024939	Zm00008a037567,Zm00008a037566
Nonsyntenic_Dup_0794	Cluster_0770	Cluster_1388	Zm00001d024943,Zm00001d024946	Zm00008a037570,Zm00008a037571
Nonsyntenic_Dup_0795	Cluster_0773	Cluster_1389	Zm00001d024962,Zm00001d024961	Zm00008a037584,Zm00008a037585
Nonsyntenic_Dup_0796	Cluster_0774	NA	Zm00001d024978,Zm00001d024979	Zm00008a037594
Nonsyntenic_Dup_0797	Cluster_0775	Cluster_1390	Zm00001d024981,Zm00001d024982	Zm00008a037595,Zm00008a037596
Nonsyntenic_Dup_0798	NA	Cluster_1391	Zm00001d024990	Zm00008a037598,Zm00008a037599
Nonsyntenic_Dup_0799	Cluster_0777	Cluster_1393	Zm00001d025036,Zm00001d025037	Zm00008a037645,Zm00008a037644
Nonsyntenic_Dup_0800	NA	Cluster_1394	Zm00001d025154	Zm00008a037730,Zm00008a037732
Nonsyntenic_Dup_0801	Cluster_0779	Cluster_1395	Zm00001d025185,Zm00001d025193	Zm00008a037756,Zm00008a037755
Nonsyntenic_Dup_0802	Cluster_0781	Cluster_1397	Zm00001d025255,Zm00001d025253	Zm00008a037798,Zm00008a037799
Nonsyntenic_Dup_0803	Cluster_0782	NA	Zm00001d025267,Zm00001d025265	Zm00008a037808
Nonsyntenic_Dup_0804	Cluster_0782	NA	Zm00001d025267,Zm00001d025265	Zm00008a037807
Nonsyntenic_Dup_0805	Cluster_0784	Cluster_1398	Zm00001d025355,Zm00001d025354	Zm00008a037856,Zm00008a037855
Nonsyntenic_Dup_0806	Cluster_0785	NA	Zm00001d025381,Zm00001d025382	Zm00008a037880
Nonsyntenic_Dup_0807	Cluster_0786	Cluster_1399	Zm00001d025396,Zm00001d025388,Zm00001d025383,Zm00001d025394,Zm00001d025393,Zm00001d025391,Zm00001d025390	Zm00008a037886,Zm00008a037884,Zm00008a037888,Zm00008a037881
Nonsyntenic_Dup_0808	Cluster_0787	NA	Zm00001d025389,Zm00001d025397,Zm00001d025395,Zm00001d025392	Zm00008a037890
Nonsyntenic_Dup_0809	NA	Cluster_1400	Zm00001d025446	Zm00008a037945,Zm00008a037943,Zm00008a037928
Nonsyntenic_Dup_0810	NA	Cluster_1400	Zm00001d025463	Zm00008a037945,Zm00008a037943,Zm00008a037928
Nonsyntenic_Dup_0811	NA	Cluster_1400	Zm00001d025468	Zm00008a037945,Zm00008a037943,Zm00008a037928
